Song,Film,YearMusic Director,Lyricist,Singers
"ल: आँखें मिलाएंगे बातें सुनाएंगे
    पल्कें बिछाएंगे ज़ुल्फ़ें बिखराएंगे
    फिर किसी दिन
कि: आज क्या करेंगे
ल: हो आज सिर्फ़ गाना गाएंगे
ल: आँखें मिलाएंगे बातें सुनाएंगे
    पल्कें बिछाएंगे ज़ुल्फ़ें बिखराएंगे
    फिर किसी दिन
कि: भइ आज क्या करेंगे
ल: हो आज सिर्फ़ गाना गाएंगे

कि: गाने के लिये यहां आना क्या ज़रूरी था
    जाने के लिये ये बहाना क्या ज़रूरी था
ल: अच्छा मान जाते हैं नहीं तड़पाते हैं
कि: ये बात हुई ना
ल: ल ल ला ला ला ला ला ला
    मिल के लहराएंगे कभी पास आएंगे
    कभी पास आएंगे कभी दूर जाएंगे
    फिर किसी दिन
कि: ओहो आज क्या करेंगे
ल: हो आज सिर्फ़ गाना गाएंगे

कि: प्यार में गिलें शिकवें का मौका देती हो
    घर से बुला के रस्ते में धोखा देती हो
ल: अच्छा चलोठीक है कुछ भी हो प्रीत है
कि: वादा रहा ना
ल: हां वादा   
    ल ल ला ला ला ला ला ला
    प्रीत ये निभाएंगे आँखों में बसाएंगे
    तुम को ना रुलाएंगे हसेंगे हसाएंगे
    फिर किसी दिन
कि: भइ आज क्या करेंगे
ल: हो आज सिर्फ़ गाना गाएंगे

कि: आँखें मिलाएंगे बातें सुनाएंगे
    पल्कें बिछाएंगे ज़ुल्फ़ें बिखराएंगे
    फिर किसी दिन
ल: तो आज क्या करेंगे
कि: आज सिर्फ़ गाना गाएंगे

 ",Bhanwar,1976,R D Burman,Anand Bakshi,"Asha, Kishore"
"आँखें प्यारी हैं बातें प्यारी हैं
पर सबसे प्यारा तेरा दिल है
जो मेरे सीने में धड़कता है धड़कता है
आँखें प्यारी ...

मौक़ा भी है मौसम भी है हैं अरमान मस्ती भरे
होता है जो हो जाने दो हैं ये हालात बदले हुए
तड़पता है मन मेरा मचलता है तन मेरा
हो तेरे प्यार का एक शोला है
जो मेरे सीने में भड़कता है भड़कता है

मुश्क़िल बड़ा कहना है ये मेरी साँसों में तूफ़ान है
रोको नहीं कह दो सनम तुझपे क़ुर्बान ये जान है
नहीं तुम बिन अब गुजारा मेरे दिल का तू सहारा
ओ तेरे प्यार का इक सावन है
जो मेरे सीने में बरसता है बरसता है
आँखें प्यारी ...

 ",Yeh Hai Jalwa,2002,Himesh Reshammiya,Sudhakar Sharma,"Kumar Sanu, Alka Yagnik"
"आँखें तो हुई बन्द मगर, दर्द जगाये
दिल याद में किसीकी ज़रा रोने लगा रे
रोने लगा रे, रोने लगा रे
दिल याद में किसीकी ज़रा रोने लगा रे

दिल में दुखा ख़्वाब है, आँखों में अँधेरा
आँखों में अँधेरा
हो गया बरबाद मेरा रैन बसेरा
रैन बसेरा
अब होके जुदा दोनों, लगे हैं जा किनारे
दिल याद में किसीकी ज़रा रोने लगा रे

इश्क़ किया हुस्न की तस्वीरें बनाईं   -2
छोड़ के तस्वीर एक, बाक़ी मिटाईं  -2
अब जी रहा हूँ मैं, इसी तिनके के सहारे
दिल याद में किसी की ज़रा रोने लगा रे

मिलने की तमन्ना से मुझे चैन नहीं है
दिन रात मेरी प्रीत उसे ढूँढ रही है
आ जाये कहीं वो, मिल जाये कहीं वो  -2
मिल जाये तो रखूँ उसे, पलकों में छुपाये
दिल याद में किसीकी ज़रा रोने लगा रे

 ",Begum,1945,Hariprasanna Das,G S Nepali,Ashok Kumar
"आँखों आँखों में हर इक रात गुज़र जाती है -2
तुम नहीं आते हो तो याद भी क्यों आती है
आँखों आँखों में हर इक रात गुज़र जाती है

हम खयालों में बुला लेते हैं अक्सर तुमको -2
जब तबीयत ज़रा तनहाई से घबराता है  -2
आँखों आँखों में हर इक रात गुज़र जाती है

हर इक आहट पे यूँ हम चौंक उठा करते हैं -2
जिस तरहा बिजली घटाओं में चमक जाती है
तुम नहीं आते हो तो, याद भी क्यों आती है
आँखों आँखों में हर इक रात गुज़र जाती है

 ",Marvel Man,1964,Robin Banerjee,Yogesh,Mubarak Begum
"र : आँखों आँखों में न जाने क्या इशारे हो गए
 मुस्कुरा कर तुमने देखा हम तुम्हारे हो गए
 आँखों आँखों में ...

सु : रात-दिन की बेक़रारी उम्र भर की बेखुदी -2
 दिल लगा कर कुछ तो जीने के सहारे हो गए
 आँखों आँखों में ...

र : हाय ये मासूम चेहरा ये अदा ये बाँकपन -2
 तुझसे मिल के रंग दिल के और प्यारे हो गए
 आँखों आँखों में ...

सु : तुमको पा कर इस जहाँ में हमने सब कुछ पा लिया
र : तुमको पा कर इस जहाँ में हमने सब कुछ पा लिया
दो : अब हमें क्या चाहिए जब तुम हमारे हो गए
 आँखों आँखों में ...

 ",Bedaagh,1965,Roshan,Shakeel,"Rafi, Asha"
"र: (आँखों ही आँखों में इशारा हो गया
बैठे बैठे जीने का सहारा हो गया ) - 2
आँखों ही आँखों में ...

गी: गाते हो गीत क्यूँ, दिल पे क्यूँ हाथ है
खोए हो किस लिये, ऐसी क्या बात है
ये हाल कब से तुम्हारा हो गया

र: आँखों ही ... - 2

गी: चलते हो झूम के, बदली है चाल भी
नैंनों में रंग है, बिखरे हैं बाल भी
किस दिलरुबा का नज़ारा हो गया

र: आँखों ही ... - 2

गी: अब ना वो ज़ोर है, अब ना वो शोर है
हमको है सब पता, दिल में क्या चोर है
ये चोर कब से गवारा हो गया

र: आँखों ही ... - 2

गी: कैसा ये प्यार है, कैसा ये नाज़ है
हम भी तो कुछ सुनें, हमसे क्या राज़ है
अच्छा तो ये दिल हमारा हो गया

र: आँखों ही ... - 2

 ",C.I.D.,1956,O P Nayyar,Jaan Nisar Akhtar,"Rafi, Geeta"
"आँखों का तारा प्राणों से प्यारा 
जुग जुग जिये मेरा लाल रे 
मेरी उमरिया मिल जाये तुझको 
जीत रहे सौ साल रे 
आँखों का तारा प्राणों से प्यारा   ...

पहले बरस मेरा नन्हा सा राजा
कूँ कूँ मूँ मूँ बोले
दूजे बरस बोले रोटी को लोटी
मैय्या का दिल डोले रे 
माँगे खिलौने गाड़ी घोड़े
जबके लगे तीजा साल रे
आँखों का तारा प्राणों से प्यारा   ...

चौथे बरस खेले गिल्ली डण्डा
पैसे माँ से माँगे रे
नटखट राजा माँ को सताये
माँ पीछे वो आगे रे 
होऽ ओऽ ओऽ ओऽ
पाठशाला बाबू बनकर
जाये मेरा लाल रे 
आँखों का तारा प्राणों से प्यारा   ...

खुशियों की किरणें फैलाये जग में
पूनम का चंदा हमारा रे
बोले बाबुल ला दे दुल्हनिया
बेटा जवाहर हमारा रे 
ओ मेरी मैय्या लाल दुशाला
बेटा चला ससुराल रे 
आँखों का तारा प्राणों से प्यारा   ...

 ",Aansoo,1953,Husnlal-Bhagatram,Qamar Jalalabadi,Lata
"आँखों की गुस्ताखियां माफ़ हों
इक टुक तुम्हें देखती हैं
जो बात कहना चाहे ज़ुबां
तुमसे ये वो कहती हैं
आँखों की शर्म-ओ-हया माफ़ हों
उठी आँखें जो बात ना कह सकीं
झुकी आँखें वो कहती हैं
आँखों की गुस्ताखियां ...

काजल का इक तिल तुम्हारे लबों पे लगा लूं
हां चंदा और सूरज की नज़रों से तुमको बचा लूं
ओ पलकों की चिलमन में आओ मैं तुमको छुपा लूं
ख्यालों की ये शोखियां माफ़ हों
हरदम तुम्हें सोचती हैं
जब होश में होता है जहाँ
मदहोश ये करती हैं
आँखों की शर्म-ओ-हया ...

ये ज़िंदगी आपकी ही अमानत रहेगी ऐ हे
दिल में सदा आपकी ही मुहब्बत रहेगी ऐ हे
इन साँसों को आपकी ही ज़रूरत रहेगी
हां इस दिल की नादानियां माफ़ हों
ये मेरी कहां सुनती हैं
ये पल पल जो होती हैं बेकल सनम
तो सपने नए बुनती हैं
आँखों की गुस्ताखियां ...

 ",Hum Dil De Chuke Sanam,1999,Ismail Darbar,Mehboob,"Kumar Sanu, Kavita Subramaniam..."
"हे मिट्टी पे खींची लकीरें रब ने तो ये तस्वीर बनी
आग हवा पानी को मिलाया तो फिर ये तस्वीर सजी
ऐ हस्ती तेरी विशाल हो क़ुदरत का तू कमाल

हे मनमोहिनी तेरी अदा
तुझे जब देख ले तो फिर घटा
बरसे झर झर झर झर झर झर
स र र स र र
नाचे चमक चमक वो बिजली दीवानी
है बेमिसाल तू गोरी गोरी अनछुई
तुझमें है क़ुदरत सारी खोई
तुझमें क़ुदरत सारी खोई खोई
हे आहा हे हे आहा

मिट्टी की है मूरत तेरी मासूमियत फ़ितरत तेरी
ये सादापन ये भोलापन तू महकी महकी तू लहकी लहकी
तू चली चली हर गली गली
तू हवा के ढंग संग सनन सनन
मेरा अंग अंग जैसे जलतरंग
कोई लहर लहर चली ठहर ठहर
पानी का मेल तेरे तन बदन
झर झर र झर र अंगारे जैसा
तेरा रोम रोम है दहका दहका
अग्नि का खेल तू अगन अगन
ज़रा थिरक थिरक ज़रा लचक लचक
कभी मटक मटक कभी ठुमक ठुमक
चली छूम छूम कभी घूम घूम
धरती को चूम मची धूम धूम
चंचल बड़ी तू नटखट बड़ी
तू बहकी बहार रस की फ़ुहार
तेरे तीखे नैन तेरे केश रैन
ये बलखाना ये इतराना
हे आहा हे हे आहा ...

 ",Hum Dil De Chuke Sanam,1999,Ismail Darbar,Mehboob,"Shankar Mahadevan, Chorus"
"आँखों को इंतज़ार का दे के हुनर चला गया
चाहा था एक शख्स को जाने किधर चला गया

दिन की वो महफ़िलें गईं रातों के रतजगे गये
कोई समेट कर मेरे शाम-ओ-सहर चला गया

झोंका है एक बहार का रंग-ए-ख़याल-ए-यार भी
हर-सू बिखर बिखर गई ख़ुश्बू जिधर चला गया

उसके ही दम से दिल में आज धूप भी चाँदनी भी है
दे के वो अपनी याद के शम्स-ओ-क़मर चला गया

कू-ब-कूचा दर-ब-दर कबसे भटक रहा है दिल
हमको भुला के राह वो अपनी डगर चला गया

 ",Asha Aur Khayam (Non-Film),1997,Khayyam,Hasan Kamaal,Asha
"आँखों में रहो बाहों में रहो
होंठों पे रहो या दिल में रहो
ये सारे घर हैं तुम्हारे
जहाँ भी दिल चाहे रहो हाँ

साँसों में रहो धड़कन में रहो
पलकों में रहो ज़ुल्फ़ों में रहो
ये सारे घर हैं ...

पास हमारे आना अब तो बिन बुलाए आ जाना
कोई निशानी दे जाना
थोड़ी सी खुश्बू ले जाना
यादों में रहो ख्वाबों में रहो
रातों में रहो या दिन में रहों
ये सारे घर हैं ...

आज ना जाने ये क्या हुआ है
कोई ज़रा ये समझाए
इतना सुरूर छाया है
जी करता है मर जाएँ
वादों में रहो कसमों में रहो
आँचल में रहो काजल में रहो
ये सारे घर हैं ...

 ",Company,2002,Sandeep Chowtha,Tabish Romani,Saumya Rao
"आँखों में आ जा दिल में समा जा
मेरी कहानी सुन जा अपनी सुना जा -2
आँखों में आ जा दिल में समा जा

बिगड़ी है क़िस्मत जीवन है फीका
जीवन है फीका
आ तुझसे कह दूँ दुख अपने जी का -2
ओ दम भर को आ के मेरी बिगड़ी बना जा

आँखों में आ जा दिल में समा जा
मेरी कहानी सुन जा अपनी सुना जा
आँखों में आ जा दिल में समा जा

इस दिल को दुनिया तड़पा रही है
तड़पा रही है
ऐसे में तेरी याद आ रही है -2
ओ आ और आ के मुझे ग़म से छुड़ा जा

आँखों में आ जा दिल में समा जा
मेरी कहानी सुन जा अपनी सुना जा
आँखों में आ जा दिल में समा जा

छोड़े ना दुनिया दीवाना कर के
दीवाना कर के
जीना भी कोई जीना है मर के -2
ओ हाय मैं कैसे जियूँ ये तो बता जा

आँखों में आ जा दिल में समा जा
मेरी कहानी सुन जा अपनी सुना जा
आँखों में आ जा दिल में समा जा

 ",Dulari,1949,Naushad,Shakeel,Lata
"आँखों में बसा है ख़्वाब जैसा
छलके वो बदन शराब जैसा

आ जाए तो रात खिल उठे है
वो शख़्स है माहताब जैसा

इस नाज़ से वो जफ़ा करे है
पत्थर भी लगे गुलाब जैसा

मिलते हो नज़र नहीं मिलाते
खुल जाओ कभी नक़ाब जैसा

'क़ैसर्' की ग़ज़ल है तेरा चेहरा
पढ़ता हूँ तुझे किताब जैसा

 ",Dilkash (Non-film),2002,Kuldip Singh,Qaisar-ul-Jaffri,Jasvinder Singh
"है ए हो ओ 

आंखों में बसाया था 
(आंखों में बसाया था, तुम्हें दिल में छुपाया था 
आंखों में बसाया था, तुम्हें दिल में छुपाया था 
जब चाहूँ तुम्हें देखूँ, आईना बनाया था) -2 
आंखों में बसाया था, तुम्हें दिल में छुपाया था 

आँखों में अन्धेरा है, वीराना सेहरा है 
ना जाने मेरा वो चांद, किस शहर में उतरा है 
जीने का बता तू ही, अब क्या अरमान करूं 
मर जाने का ऐ दिल, कोई सामान करूं 
इक साथ जियेंगे हम 
(इक साथ जियेंगे हम, क्यों ख्वाब दिखाया था) - 2 
जब चाहूँ देखूँ, आईना बनाया था 

क्या जान सकोगे तुम दिन कैसे गुज़रता है 
इक पल भी नही गुजरे, हां ऐसे गुज़रता है 
ना चैन ही आता है, ना नींद ही आती है 
तेरी याद आती है, आकर तड़पाती है 
मैंने तो तुझे जानम 
मैने तो तुझे जानम पलकों पे बिठाया था - 2 
जब चाहूँ देखूँ, आईना बनाया था 

है ए हो ओ 
आंखों में बसाया था 
(आंखों में बसाया था, तुम्हें दिल में छुपाया था 
आंखों में बसाया था, तुम्हें दिल में छुपाया था 
जब चाहूँ तुम्हें देखूँ, आईना बनाया था ) - 2 

 ",Takkar,1995,Annu Malik,Maya Govind,Kumar Sanu
"अभि: है ए हो ओ ...
अल्का: लाह ला ला ...

अभि:  आंखों में बसे हो तुम
       (आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगा 
       आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगा 
       जब चाहूँ तुम्हें देखूँ, आईना बना लूंगा) -2 
       आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगा 

अल्का: आंखों में बसे हो तुम
       (आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगी 
       आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगी
       जब चाहूँ तुम्हें देखूँ, आईना बना लूंगी) -2 
       आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगी 

अल्का: तकदीर मेरी अब तो तकदीर तुम्हारी है
       ज़हां दिल था कभी मेरा तस्वीर तुम्हारी है
अभि: ये लब जो तेरे लरज़े मेरे दिल में हुई हलचल
       मेरा चैन चुराता है तेरी आँख का काजल
अल्का: अभी चैन चुराया है
       (अभी चैन चुराया है, कल तुम्हें चुरा लूँगी) -2 
       जब चाहूँ तुम्हें देखूँ, आईना बना लूंगी
अभि: हे ए हो ओ

अभि: तू पास जो मेरे है, क्या काम बहारों से
       ये चमकीले नैना, क्या काम सितारों से
अल्का: तेरे नाम की धड़कन हूँ तेरे नाम की सांसें हूँ
       इक पल ना जुदा हो तुम आँखों में आँखें हों
अभि: कोई नामे-ए-वफ़ा पूछे
       (कोई नामे-ए-वफ़ा पूछे, मैं नाम तेरा लूंगा) - 2
       जब चाहूँ देखूँ, आईना बना लूंगा

अभि: हो ओ  अल्का: आ 

अल्का:
       आंखों में बसे हो तुम 
       (आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगी 
       आंखों में बसे हो तुम, तुम्हें दिल में छुपा लूंगी
       जब चाहूँ तुम्हें देखूँ, आईना बना लूंगी ) - 2 

अभि: हे ए हो ओ


 ",Takkar,1995,Annu Malik,Maya Govind,"Abhijit, Alka Yagnik"
"सु : ( आँखों में छाया रहता है
 दिल में सुरूर भर दे ) -2
 ख़ामोश धड़कनों को भी
 चाहत में चूर कर दे
 ना जाने कोई लेकिन हमको है पता
 इश्क़ है नशा-नशा -2
 इश्क़ है इश्क़ है इश्क़ है नशा-नशा

 आँखों में छाया रहता है
 दिल में सुरूर भर दे
 ख़ामोश धड़कनों को भी
 चाहत में चूर कर दे
 ना जाने कोई लेकिन हमको है पता
 इश्क़ है नशा-नशा -2
 इश्क़ है इश्क़ है इश्क़ है नशा-नशा

शा : पागल करें बेताबियाँ
 अरमान भी हैं जोश में
 परियाँ जवाँ बाँहों में हैं
 कैसे रहें हम होश में

सु : हूँ
 रह-रह के बहकना इश्क़ है
 बिन ख़ुश्बू महकना इश्क़ है
 धीरे-धीरे साँसों में ये तो बसा

 इश्क़ है नशा-नशा -2
 इश्क़ है इश्क़ है इश्क़ है नशा-नशा

शा :  हर पल रहे दीवानगी
 इसमें सुक़ूँ आता नहीं
 कोई जतन कोई करे
 दर्द-ए-जिगर जाता नहीं

सु : आ
 धड़कन का धड़कना इश्क़ है
 दिलबर का तड़पना इश्क़ है
 मेरे यार तड़पने में भी आये मज़ा

 इश्क़ है नशा-नशा -2
 इश्क़ है इश्क़ है इश्क़ है नशा-नशा

 आँखों में छाया रहता है
दो : दर्द-ए-सुरूर भर दे
सु : ख़ामोश धड़कनों को भी
दो : चाहत में चूर कर दे
सु : ना जाने कोई लेकिन हमको है पता
दो : ( इश्क़ है नशा-नशा -2
 इश्क़ है इश्क़ है इश्क़ है नशा-नशा ) -2

 ",Rudraksh,2003,Vishal-Shekhar,"Sameer, Arun Bhairav","Shaan, Sunidhi Chauhan"
"तुम कहाँ, तुम कहाँ

आँखों में दिल है, होंठों पे जाँ
तुम कहाँ हो तुम कहाँ
तुम कहाँ   ...

सुनसान राहों पे आँखें बिछाइये
सीने में लाखों अरमान छुपाइये
दिल को भुलावे देती रही पर
तुमको न आना था तुम न आये
मिटने लगे मंज़िल के निशाँ
तुम कहाँ   ...

पूछा है मैं ने शाम-ओ-सहर से
वीरानियों की उजड़ी नज़र से
मेरी पुकारें
मायूस हो कर टकराके लौटीं दीवार-ओ-दर से

को : तुम कहाँ तुम कहाँ

चुप है ज़मीं चुप आसमाँ
तुम कहाँ हो तुम कहाँ   ...


 ",Naaz,1954,Anil Biswas,Satyendra Athaiya,"Lata, chorus"
"किशोर: आँखों में हमने आप के सपने सजाये हैं     - 2
पलकें उठा के आप ने जादू जगाये हैं
लता: सपना भी आप ही हैं हक़ीक़त भी आप हैं     - 2
बस आप आप आप ही मुझमें समाये हैं
किशोर: आँखों में हमने आप के सपने सजाये हैं

किशोर: आँखों का रंग ढूँढा हैं हीरे तलाश कर
दिल में सजायेंगे ये रंग यूँ ही उम्र भर
मुश्किल से ज़िंदगी के
मुश्किल से ज़िंदगी के,  रंग हाथ आये हैं
आँखों में हमने आप के सपने सजाये हैं

लता: दोहराये जायेंगे ना ये लमहात अब कभी
सपनों में भी न छूटेगा ये साथ अब कभी
मिलती हैं ज़िंदगी जब आप मुस्कुराये हैं     - 2

लता: ये दिल कुछ ऐसे आप के सजदे में झुक गया
किशोर: नज़रे उठायी आप ने तो वक़्त रुक गया
लता: ठहरे हुए पलो में
ठहरे हुए पलो में,  ज़माने बिठाये हैं
किशोर: आँखों में हमने आप के सपने सजाये हैं
लता: आ आ बस आप आप आप ही मुझ में समाये हैं
किशोर, लता:  आँखों में हमने आप के सपने सजाये हैं

 ",Thodi Si Bewafaai,1980,Khayyam,Gulzar,"Kishore, Lata"
"आँखों में इन्तज़ार की दुनिया लिये हुये -2
बैठी हूँ
बैठी हूँ दिल में तेरी तमन्ना लिये हुये -2
आँखों में इन्तज़ार की दुनिया लिये हुये

बन जावो तुम बहार दिल-ए-नामुराद की -2
आ जावो ज़िन्दगी का सहारा लिये हुये -2

बैठी हूँ दिल में तेरी तमन्ना लिये हुये
आँखों में इन्तज़ार की दुनिया लिये हुये

हर सिम्त ढूँढती हैं
हर सिम्त ढूँढती हैं तुम्हीं को निगाह-ए-ज़ौक -2
पहलू में अपने दर्द तुम्हारा लिये हुये -2

बैठी हूँ दिल में तेरी तमन्ना लिये हुये
आँखों में इन्तज़ार की दुनिया लिये हुये

 ",Caravan,1944,Bulo C Rani,Munshi Aziz,Zohra Bai
"आँखों में काजल है
काजल में मेरा दिल है
ओ हो हो हो

आँखों में काजल है
काजल में मेरा दिल है
आँखों में काजल है
काजल में दिल है
चलो दिल में बिठाके तुम्हें
तुमसे ही प्यार किया जाये
हो चलो दिल में बिठाके तुम्हें
तुमसे ही प्यार किया जाये

बालों में ख़ुशबू है
ख़ुशबू में तू ही तू है
बालों में ख़ुशबू है
ख़ुशबू में तू है 
चलो बालों के तले तले 
बाहों का हार सिया जाये

हो चलो दिल में बिठाके तुम्हें
तुम से ही प्यार किया जाये

तुम तो हो मेरी बहार
मेरी नज़र में खिलो
कलियों से मिलके सनम
फिर आके हमसे मिलो
ऐसे तेरे नैना लड़े
जैसे कोई नशा चढ़े
हाय बिंदिया हँसे चली जाये
तेरी बिंदिया दर्पन है
दर्पन में साजन है
तेरी बिंदिया दर्पन है
दर्पन में सजन
चलो बिंदिया से लेके तुम्हें
दिल में उतार लिया जाये
हो चलो दिल में बिठाके तुम्हें
तुम से ही प्यार किया जाये

कैसा है अपना मिलन
कैसी मुलाक़ात है
जैसे अदा में मेरी
कोई नई बात है
बनी रहे अदा तेरी
सदा रहे वफ़ा मेरी
ऐसे ही ये जीवन बीत जाये
जीवन क्या चाहत है
चाहत क्या जीवन है
जीवन क्या चाहत है
चाहत क्या जीवन
चलो सारे जीवन का यहीं
मिलके इक़रार किया जाये
हो चलो दिल में बिठाके तुम्हें
तुमसे ही प्यार किया जाये

आँखों में काजल है
काजल में मेरा दिल है
आँखों में काजल है
काजल में दिल है
चलो दिल में बिठाके तुम्हें
तुमसे ही प्यार किया जाये
हो चलो दिल में बिठाके तुम्हें
तुमसे ही प्यार किया जाये


 ",Doosara Aadmi,1977,Rajesh Roshan,Majrooh,"Kishore Kumar, Lata Mangeshkar"
"आँखों में क्या जी
रुपहला बादल
बादल में क्या जी
किसी का आँचल
आँचल में क्या जी
अजब सी हलचल

रंगीं है मौसम
तेरे दम की बहार है
फिर भी है कुछ कम
बस तेरा इंतज़ार है
देखने में भोले हो
पर हो बड़े चंचल
आँखों में क्या जी...

झुकती हैं पलकें
झुकने दो और झूम के
उड़ती हैं ज़ुल्फें
उड़ने दो होंठ चूम के
देखने में...

झूमें लहराएं
नयना मिल जाये नैन से
साथी बन जाएं
रस्ता कट जाये चैन से
देखने में...

 ",Nau Do Gyaarah,1957,S D Burman,Majrooh,"Kishore, Asha"
"हे जागी है उमंग दिल में बुझेगी मन की प्यास
प्यार के रंग में हम सब मिल कर
हे खेलेंगे डांडिया रास ऐ हलो हलो
डांडियो रे रंग मा डांडिया
come come let's play डांडिया

आँखों में ले के प्यार आया है कोई यार
बजते हैं दिल के तार क्या होगा यार क्या होगा
आँखों में ...

वो भी हैं बेकरार मैं भी हूँ बेकरार
अब कौन जाने यार क्या होगा
आँखों में ...

चंदा की चाँदनी है मौसम की रागिनी है
महकी बहार है वो
ओ हो ओहो ओहो ओहो हो
मुझसे अंजान भी है वो मेरी जान भी है
मेरा ही प्यार है वो
देखो तारों वाली है रात
चूमेंगे उनका हाथ
बढ़ जाए गर जो बात
क्या होगा यार क्या होगा
आँखों में ...
डा.ड्यो रे रंग मां ...

सपनों की रात आए खुशियों को साथ लाए
दिल मेरा आज डोले
ओहो हूं हूं हूं हूं ला ला ला
दिल में अरमान जागे सोए तूफ़ान जागे
धड़कन में प्यार बोले
पी के उनकी नज़र का जाम
लेता हूँ दिल को थाम
ले लूं जो उनका नाम
क्या होगा यार क्या होगा
ऐ आँखों में ...

 ",Pyaasa,2002,Sanjeev-Darshan,Faiz Anwar,"Udit Narayan, Kavita Subramani..."
"आँखों में मस्ती शराब की
काली ज़ुल्फ़ों में आँहें शबाब की
जाने आई कहाँ से टूटके
मेरे दामन में पंखुड़ी गुलाब की
हाए, आँखों...

चांद का टुकड़ा कहूँ या, हुस्न की दुनिया कहूँ
प्रीत की सरगम कहूँ या, प्यार का सपना कहूँ
सोचता हूँ, क्या कहूँ, सोचता हूँ, क्या कहूँ
इस शोख़ को मैं क्या कहूँ
आँखों...

चाल कहती है न हो, पहली घटा बरसात की
हर अदा अपनी जगह, तारीफ़ हो किस बात की
आरज़ू कितने दिनों से, आरज़ू कितने दिनों से
थी हमें इस रात की
आँखों...

 ",Chhaya,1961,Salil Chowdhury,Rajinder Krishan,Talat
"आँखों में नींदें न दिल में करार
मुहब्बत भी क्या चीज़ होती है यार
कभी बेखुदी तो कभी इंतज़ार
मुहब्बत भी क्या चीज़ होती है यार

दर्द उठे प्यास जगे याद सताए कोई सदा शाम-ओ-सहर पास बुलाए
रात ढले धूप खिले आए तेरी याद
चाहतों के आशियां में दिल का बसेरा
बेकरारी है जाने क्यूँ सनम आँखें हैं खुली नींद में हैं हम
हर घड़ी दिल पे है कैसा ये खुमार
आँखों में नींदें ...

मैं तो तुझे एक पल भी भूल न पाऊं जान-ए-वफ़ा पास तेरे दौड़ के आऊं
तू जो कहे रस्में सभी तोड़ दूं सनम तेरे लिए दोनों जहाँ छोड़ दूं सनम
रात न कटे न कटे ये दिन कैसे कटेगी उम्र तेरे बिन
प्यार ज़िंदगी में होता है एक बार
आँखों में नींदें ...

 ",Sanam,1997,Anand-Milind,Sameer,"Alka Yagnik, Kumar Sanu"
"आँखों में पली पलकों पे चली
जुग जुग जिये ओ मेरी लाडली
आँखों में पली ...

जब तू मुस्कराती है ज़िंदगी बढ़ जाती है
काँटा भी ना चुभने पाए मेरी कली
आँखों में पली ...

हो ना उदास कभी ये खिलता चेहरा
तुम पर है मेरी ममता का पहरा
आँचल में बिठा ले जाऊँ जाए तू जिस गली
आँखों में पली ...

तेरी खातिर मैं कुछ भी कर जाऊँ
इन्सान तो इन्सान मैं रब से लड़ जाऊँ
तेरे साँसों से जीवन की ये ज़ंजीर बांध ली
आँखों में पली ...

किस्मत ने पूछा दूँ तुझको क्या
या हीरे मोती या ऊँचा दर्जा
हमने सब कुछ छोड़ के तुझ सी गुड़िया मांग ली
आँखों में पली ...

अब सूरज दिन में चमके ना चमके
रातों को चन्दा निकले ना निकले
तेरी यादों की मन में जोत है जली
आँखों में पली ...

 ",Insaaf Ki Devi,1991,Bappi Lahiri,Indeevar,"Alka Yagnik, Kumar Sanu"
"आँखों में क़यामत के काजल
होंठों पे गज़ब की लाली है
बंदापरवर कहिये किसकी
तक़दीर संवरने वाली है

सज़के...
सज़के मैं तुम्हारी बाहों के
जो आग लगा दी पानी में
क़ुरबान तुम्हारी आँखों के
जो भर दें रंग जवानी में
मर जाऊँ तुम्हारे गालों पर
जिन में के गुलों की लाली है
बंदापरवर ...

ओ हो हो...
ये आपकी मस्ती का आलम
ये बहके हुए जज़बात मेरे
कुछ कह न सका मैं दीवाना
कहते हैं मगर हालात मेरे
या आप नशे में डूबे हैं
या मेरी नज़र मतवाली है
बंदापरवर ...

 ",Kismet,1968,O P Nayyar,S H Bihari,Mahendra Kapoor
