Song,Film,YearMusic Director,Lyricist,Singers
"सु : भिक्शा दे-दे मैया पिंगला
 जोगी खडा है द्वार मैया पिंगला
अ : जोग उतारो राजा भरतरी
 रानी करे है पुकार राजा भरतरी
सु : भिक्शा दे-दे मैया पिंगला
 जोगी खडा है द्वार मैया पिंगला

अ : कैसे देखूँ जोग तुम्हारा -2
 गाऊँ प्रहर कटार राजा भरतरी
सु : कर्म-लिखी ना मिटे किसे से -2
 कर्नहार करतार मैया पिंगला

अ : केसर-चन्दन छोड़ के राजा -2
 लीन्ही भभूती धार राजा भरतरी
सु : केसर काया राख बनेगी -2
 इसमें कौन सिंगार मैया पिंगला

अ : अलख जगावो महल में राजा -2
 दूँगी आँचल डार राजा भरतरी
सु : जोगी तो जंगल के बासी -2
 कैसा घर-सनसार मैया पिंगला

अ : दया न आई ओ निरमोही -2
 ओ निरमोही छोड़ चले मझधार राजा भरतरी
सु : अलख निरन्जन अलख निरन्जन अलख निरन्जन
 अलख निरन्जन अलख निरन्जन अलख निरन्जन
 अलख निरन्जन जपो री मैया -2
 हो भव-सागर पार मैया पिंगला

सु : भिक्शा दे-दे मैया पिंगला
 जोगी खडा है द्वार मैया पिंगला
अ : जोग उतारो राजा भरतरी
 रानी करे है पुकार राजा भरतरी
सु : भिक्शा दे-दे मैया पिंगला
 जोगी खडा है द्वार मैया पिंगला

 ",Bharthari,1944,Khemchand Prakash,Pt Indra,"Surendra Nath, Amirbai"
"भोला भाला री मोरा बलमा न जाने
भोला भाला री मोरा बाबू न समझे
प्रीत भरे मन के इशारे
हाँ हाँ री मोरे प्रीत भरे मन के इशारे
भोला भाला री ...

रोऊँ तो समझे मोहे और कोई दुःख है
झूटी हँसी देख पिया माने मोरी सुख है
(चैन न पाये जिया कैसे बताऊँ पिया)-2
जीती हूँ तेरे सहारे
ओ बाबू मोरे जीती हूँ तेरे सहारे
भोला भाला री ...

कैसे जवानी राजा कैसी ज़िंदगानी
तेरे बिना जीवन है भूली कहानी
(भूली कहानी राजा आके सुना दे)-2
बिखरे हैं असुवन के तारे
ओ राजा मोरे बिखरे हैं असुवन के तारे
भोला भाला री ...


 ",Anokha Pyar,1948,Anil Biswas,Zia Sarhadi,Lata / Meena Kapoor
"( भोले मुसाफ़िर इतना तो जान
के दिन सारे होते नहीं एक समान ) -2

दो आँखों से देख अपने दाता की लीला
दाता की लीला
जो दुख तुझपे जीवन बनाये रंगीला
बनाये रंगीला
वो जिस रंग में रखे उसी रंग में हँसना -2
जो वो तुझपे ख़ुश है तो ख़ुश है जहान -2

भोले मुसाफ़िर इतना तो जान
के दिन सारे होते नहीं एक समान
भोले मुसाफ़िर इतना तो जान

( न समझों ग़रीबों का कोई नहीं
दया मेरे मालिक की सोई नहीं ) -2
वो महलों से गलियों में ला के सुलाये -2
वो पल भर में तोड़ेगा दौलत-सम्मान -2

भोले मुसाफ़िर इतना तो जान
के दिन सारे होते नहीं एक समान
भोले मुसाफ़िर इतना तो जान

वो कहते हैं जिसको रहीम और राम -2
वो अल्लाह ईशवर ख़ुदा जिसका नाम -2
वो हर रंग में खेले तू उसको पुकार -2
देगा वही तुझको ख़ुशियों का दान -2

भोले मुसाफ़िर इतना तो जान
के दिन सारे होते नहीं एक समान
भोले मुसाफ़िर इतना तो जान

 ",Maa Baap,1944,Alla Rakha,Rupbani,Zohra Bai
"भोले ओ भोले
तू रूठा दिल टूटा
(मेरे यार को मना दे
वो प्यार फिर जगा दे) 2

क्या होगा फिर तेरा गौरी जो रूठ जाये
शन्कर तेरे माथे का चंदा जो टूट जाये
डम डम डम डमरू ना बाजे
बम बम बम फिर तू ना नाचे
यार अगर ना माने
मेरे यार को ...

वो बिचड़ा तो कसम से फिर मैं न जी सकूंगा
मेरे भोले तेरे जैसे मैं ज़हर न पी सकूंगा
ज़िस्म हूं मैं वो जान है मेरी
उसको नहीं पहचान है मेरी
प्यार मेरा तू जाने
मेरे यार को ...


क्या जाने क्यूं तुझपे मुझे इतना प्यार आये
तू रूठे तो जैसे मेरी किस्मत रूठ जाये
दूर न जा यूं आँख चुराके
क्या पायेगा मुझको रुलाके
मान भी जा दीवाने
(मेरे यार मुस्कुरा दे
वो प्यार फिर जगा दे) 2

 ",Yaaraana,1981,Rajesh Roshan,Anjaan,Kishore
"श : भोली भाली लड़की खोलूं तेरे दिल की प्यार वाली खिड़की हो -2
अ : नहीं नहीं अभी नहीं अभी नहीं पिया
 छेड़ो नहीं ऐसे मुझे डरता है जिया
श : भोली भाली लड़की ...

अ : ऊपर गगन है नीचे तू है सजना
 तेरा प्यार हक़ीक़त है या सपना -2
श : मैं प्रेमी हूँ तू दिलबर है
 कर ले मुहब्बत यही तो उमर है
अ : नहीं नहीं अभी नहीं ...
श : भोली भाली लड़की ...

 झिलमिल रूप तेरा चमके है ऐसे
 बरखा के संग धूप खिली हो जैसे -2
अ : मस्त पवन है तू ख़ुश्बू है
 मेरे दिल में तू ही तू है
श : चोरी नहीं की है मैने प्यार तुझे किया
अ : दिल मेरा लिया तूने दिल मुझे दिया
श : भोली भाली लड़की ...

 ",Sabse Badaa Khilaadi,1995,Rajesh Roshan,Dev Kohli,"Alka Yagnik, Kumar Sanu"
"भोली सी सूरत आँखों में मस्ती आए हाए
अरे भोली सी सूरत आँखों में मस्ती दूर खड़ी शरमाए आए हाए
एक झलक दिखलाए कभी कभी आंचल में छुप जाए आए हाए
मेरी नज़र से तुम देखो तो यार नज़र वो आए
भोली सी सूरत ...

लड़की नहीं है वो जादू है और कहा क्या जाए
रात को मेरे ख्वाब में आई वो ज़ुल्फ़ें बिखराए
आँख खुली तो दिल चाहा फिर नींद मुझे आ जाए
बिन देखे ये हाल हुआ देखूं तो क्या हो जाए
भोली सी सूरत ...

सावन का पहला बादल उसका काजल बन जाए
मौज उठे सागर में जैसे ऐसे कदम उठाए
छम से काश कहीं से मेरे सामने वो आ जाए
भोली सी सूरत ...

 ",Dil To Paagal Hai,1997,Uttam Singh,Anand Bakshi,"Lata, Udit Narayan"
"चि: भोली सूरत दिल के खोटे 
     नाम बड़े और दरशन छोटे, दरशन छोटे

चि: नये ज़माने की ये नारी ऊँची #सन्दल्# बाँकी सा.दी
     नैनों में कजरा होंठों पे लाली
को:  हाथ में कंगन कान में बाली, कान में बाली
चि: नैनों में कजरा होंठों पे लाली
     नखरे बड़े मोटे मोटे,
     नाम बड़े और दरशन छोटे   ...

ल:  नये ज़माने के ये छैला, उजले कपड़े दिल है मैला
     रंग-रंगीली इनकी टाई, घर में लेकिन कड़की छाई
को:  कड़की छाई, कड़की छाई, कड़की छाई
ल:  रंग-रंगीली इनकी टाई, घर में लेकिन कड़की छाई
     #फ़शिओन्# बड़े मोटे मोटे
     नाम बड़े और दरशन छोटे   ...

ल : हुस्न और इश्क़ की ये लड़ाई, शुरू से जग में होती आयी
चि: ना कोई जीते ना कोई हारे, अजी क्यों न दिल मिल जाये सारे 
दो : न हम बड़े न तुम छोटे
     नाम बड़े और दरशन छोटे   ...


 ",Albela,1951,C Ramchandra,Rajinder Krishan,"Lata, Chitalkar, chorus"
"भोर भए नित सूरज उगे साँझ पड़े ढल जाए
ऐसे ही मोरी आस बँधे बँध-बँध कर मिट जाए

ख़बर मोरी ना लीनी रे बहुत दिन बीते 
बीते रे बहुत दिन बीते

गोकुल की ये गलियाँ रोएँ
मधुबन की ये कलियाँ रोएँ
यमुना रोए राधा रोए
रसवंती रंगरलियाँ रोएँ
मोरे श्याम
हाय रोए-रोए मेरे दो नैना भए रीते
बहुत दिन बीते ...

सपने में तो दरस दिखा दे कुछ धीरज बँध जाए -2
सपना भी तो किस विधि आए जब निंदिया नहीं आए
मोरे श्याम
हाय रोए-रोए मेरे दो नैना भए रीते
बहुत दिन बीते ...


 ",Sant Gyaneshwar,1964,Laxmikant-Pyarelal,Bharat Vyas,Lata
"भोर भये पंछी धुन ये सुनाए
जागो रे गई रितु फिर नहीं आए
भोर भये पंछी ...

पनघट चली गाँव की हर गली जागी
गोरी कहीं और कहीं साँवली जागी
आँचल की छैया अपने सैंया को बुलाए
भोर भये पंछी ...

मैं भी वहीं है जहाँ मोहन मेरा
मधुबन मेरा तो यही आँगन मेरा
ये दर न छूटे चाहे दुनिया छूट जाए
भोर भये पंछी ...

 ",Aanchal,1980,R D Burman,Majrooh,Lata
"उस्ताद ब. गु. अ. खान:
{भोर भयी तोरी बाट तकत पिया} 2

श्रेया:
{भोर भयी तोरी बाट तकत पिया} 2

उ ब. गु. अ. खान:
{नैन अलसाने भये
सगरि रैन कहाँ जागे}

श्रेया:
{नैन अलसाने भये
सगरि रैन कहाँ जागे}

दोनो:
भोर भयी तोरी बाट तकत पिया

श्रेया:
बाट तकत पिया
सौतन के भाग जागे

दोनो:
{भोर भयी तोरी बाट तकत पिया} 2

श्रेया:
हम संग मुख की बतियाँ
करत सब रंग तोरी बसे
सौतन के भाग जागे

दोनो:
{भोर भयी तोरी बाट तकत पिया} 2

श्रेया:
सौतन पिया

दोनो:
भोर भयी तोरी बाट

श्रेया:
तकत पिया
रे भयी रे..

दोनो:
भोर भयी तोरी बाट
{भोर भयी तोरी बाट तकत पिया} 2

श्रेया:
नैन अलसाने भये
सगरि रैन कहाँ जागे

दोनो:
{भोर भयी तोरी बाट तकत पिया} 2

श्रेया:
नैन अलसाने भये
सगरि रैन कहाँ जागे

दोनो:
भोर भयी तोरी बाट तकत पिया
{भोर भयी तोरी} 3
बाट तकत पिया

 ",Delhi-6,6,A R Rahman,(traditional),"Ustad Bade Ghulam Ali Khan, Sh..."
"भुला भी दे उसे जो बात हो गई प्यारे
नये चराग़ जला रात हो गई प्यारे

न तेरी याद न दुनिया का ग़म न अपना ख़याल
अजीब सूरत-ए-हालात हो गई प्यारे

तेरी निगाह-ए-पशेमाँ को कैसे देखूँगा
कभी जो तुझसे मुलाकात हो गई प्यारे

कभी कभी तेरी यादों की साँवली रुत में
बहे जो अश्क़ तो बरसात हो गई प्यारे

वफ़ा का नाम न लेगा कोई ज़माने में
हम-अहल-ए-दिल को अगर मात हो गई प्यारे

 ",Mehrab (Non-Film),1994,Rafique Husain / Ghulam Ali,Habib Jalib,Ghulam Ali
"भुला नहीं देना जी भुला नहीं देना
ज़माना खराब है दग़ा नहीं देना

आँखों में सपने झूम रहें हैं
गीत लबों को चूम रहें हैं
गीतों को आहें बना नहीं देना
ज़माना खराब है   ...

आँखों में मस्ती छायी हुई है
नींद सी मुझको आयी हुई है
नींद से मुझको जगा नहीं देना
ज़माना खराब है   ...

ज़िंदगी आँखें मलने लगी है
शम्मा सी दिल में जलने लगी है
शम्मा जला के बुझा नहीं देना
ज़माना खराब है   ...

 ",Baaraadari,1955,Nashad,Khumar Barabankvi,"Rafi, Lata"
"कि : भूल गया सब कुछ ऊं
 भूल गया सब कुछ याद नहीं अब कुछ
ल : हो हो ऊँ हूँ
कि : हे हे इक यही बात न भूली
 Julie
ल : आ आ आ आ आ
कि : I love you
ल : आ आ आ आ आ आ आ

ल : भूल गई सब कुछ याद नहीं अब कुछ
 ओ हो ऊँ हूँ ओ हो
 इक यही बात न भूली
 Julie
 आ आ आ आ
 Julie loves you
 आ आ आ आ

 आ आ आ

कि : इतना भी दूर मत जाओ के पास आना मुश्किल हो
ल : हो ओ इतना भी पास मत आओ के दूर जाना मुश्किल हो
 जाने भी दो कहा मानो मेरा
कि : ऐसा लगा बदन छू के तेरा
 कोई चिन्गारी छू ली
 Julie
ल : आ आ आ आ आ
कि : I love you
ल : आ आ आ आ आ

कि : ऐसा न हो तड़प-तड़प के ये प्यार प्यासा मर जाए
ल : हो ओ ऐसा ना हो हम दोनों को ये शाम रुसवा कर जाए
कि : अच्छा तो मैं ये ज़िद छोड़ दूँ बोलों
ल : अच्छा मैं ये कसम तोड़ दूँ बोलो
 बात है ये मामूली
 Julie
 आ आ आ 
 Julie loves you
 आ आ आ 
कि : भूल गया सब कुछ ...

 ",Julie,1975,Rajesh Roshan,Anand Bakshi,"Lata, Kishore"
"मु:
(भूल गये क्यों देके सहारा 
लूटने वाले चैन हमारा) - 2

आओ के दिल मजबूर है ग़म से
रूठ गई तक़दीर भी हमसे
डूब गया क़िस्मत का तरा
भूल गये क्यों देके सहारा

श:
(टूट गया दिल दर्द का मारा
हाय ये किसने मुझको पुकारा) - 2
आज हुआ क्या दिल को ना जाने
बैठे बिठाये दिल की सदा ने
ठेस लगाकर ग़म को उभारा
हाय ये किसने मुझको पुकारा

मु:
चारों तरफ़ तूफ़ान है भारी
दिल को लगी है आस तुम्हारी
नाव भँवर में दूर किनारा
भूल गये क्यों देके सहारा

श:
आके सताये दर्द-ए-जिगर ने
कोई बताअये किस की नज़र ने
छीन लिया दिल करके इशारा
हाय ये किसने मुझको पुकारा


 ",Anokhi Ada,1948,Naushad,Shakeel,"Shamshad, Mukesh"
"भूल हो गयी जाने दे सजना
मर जाऊँगी मान जा, मान जा, मान जा   ...

सज़ा दे इन आँखों को, कि ये है ख़ता इनकी
काहे न पहचाना तुझे
...
चो छोड़ गुस्सा जाने दे सजना
मर जाऊँगी मान जा, मान जा, मान जा   ...

तुझे मैं न चाहूँगी तो कैसे न चाहूँगी
मैं तो दीवानी यार की
गिले जो भी हैं दिल के, मिटा ले गले मिल के
तुझ को क़सम है प्यार की
अरे मान भी ज अब जाने दे सजना
मर जाऊँगी मान जा, मान जा, मान जा   ...

हाँ चलो माफ़ करता हूँ, कहा तो कहा तुमने
आगे न कहना फिर कभी
चला जाऊँगा वरना कहीं तुम से इतनी दूर
ढूँढोगी सारी ज़िंदगी
हो, और फिर पुकारोगी सजना
मर जाऊँगी मान जा, मान जा, मान जा   ...


 ",Zabardast,1985,R D Burman,Majrooh,"Asha, Kishore"
"भूल जा ऐ दिल मुहब्बत का फ़साना
किसी से दिल लगाना
फिर न आयेगा पलट कर वो ज़माना
वो सपना था सुहाना

( याद आती हैं तुझे अब
क्यूँ वो रातें प्यार की
और वो बातें प्यार की ) -2
भूल जा उलफ़त के मीठे गीत गाना

वो सपना था सुहाना
भूल जा ऐ दिल मुहब्बत का फ़साना
किसी से दिल लगाना

तेरा गुलशन लुट गया -2
तेरा नशेमन जल गया
हाय जल गया
दिन ख़ुशी का ढल गया
अब वो गुलशन है ना अब वो आशियाना

वो सपना था सुहाना
भूल जा ऐ दिल मुहब्बत का फ़साना
किसी से दिल लगाना

( अब तो सारि ज़िन्दगी
आँसू बहाना है तुझे
दिल जलाना है तुझे ) -2
अब कहाँ क़िसमत में तेरी मुस्कुराना

वो सपना था सुहाना
भूल जा ऐ दिल मुहब्बत का फ़साना
किसी से दिल लगाना

 ",Khel,1950,Sajjad Hussain,Shams Azimabadi,Lata
"भूल जा
भूल जा
( भूल जा जो देखता है
क्यूँ है देखा भूल जा ) -2
( याद रख कर क्या करेगा
ये तमाशा भूल जा ) -2

(ख़ाब की रूदाद पर
कैसी ख़ुशी कैसा मलाल ) -2
( अपनी हालत पर ये हँसना
और रोना भूल जा ) -2

क्या भरोसा ज़िंदगी के
झिलमिलाते दीप का
अपने
( अपने अरमानों की ये दुनिया
बसना भूल जा ) -2

( ख़ुद क़दम उठेंगे तेरे
अपनी मन्ज़िल की तरफ़ ) -2
बस चला-चल किस तरफ़ है
तुझको जाना भूल जा

भूल जा जो देखता है
क्यूँ है देखा भूल जा

 ",Vishwas,1943,Firoz Nizami,Dr Safdar 'Aah',Surendra Nath
"त : भूल जा सपने सुहाने भूल जा -2
ल : कैसे तुझको भुलाऊँ ( साजना ) -3
 मैं तुमसे दूर दिल ग़म से चूर
 मेरे दिल कू सजन समझा जा
 कैसे तुझको भुलाऊँ ...

ल : एक तूफ़ाँ इधर एक तूफ़ाँ उधर
 फिर भी मिल के रहेगी नज़र से नज़र -2
 आज मिल के रहेगी नज़र
 कैसे तुझको भुलाऊँ ...

त : मुझे तेरी क़सम नहीं मरने का ग़म
 ग़म ये है बिछड़ जाएँगे तुमसे हम
 ओ बिछड़ जाएँगे तुमसे हम
 भूल जा सपने सुहाने ...

ल : आई लहरों का सीना सनम चीर के -2
 जीतना है तुझे आज तक़दीर से -2
 आज तक़दीर से ओ सनम
 कैसे तुझको भुलाऊँ ...

 ",Raajdhaani,1956,Hansraj Behl,Qamar Jalalabadi,"Lata, Talat"
"भूल जाते हैं भूल जाया करें
आज़माते हैं आज़माया करें

मेरी क़िसमत में नामुरादियाँ हैं
हँसी उड़ाने वाले हँसी उड़ाया करें

हसरतें मेरी रूठ जायेंगी
मेरे सपनों में भी न आया करें


 ",Neel Kamal,1947,B Vasudev,Kedar Sharma,Rajkumari
"ल: भूल जायें सारे ग़म, डूब जायें प्यार में
दो: बज रही है धुन यही, रात के सितार में
    भूल जायें सारे ग़म


र: हँस रहे है फूल जो,गा रहा है गुल्सिता
ल: गा रहा है गुल जहां,गा रहा है आसमां
र: (तू ही तू है सदा)-2
    लाख में हज़ार में
दो: भूल जायें सारे ग़म ...

ल: शर्म से जो है डरी, आ नहीं रही हँसी
र: बेखुदी में बेखुदी, कर रही है गुदगुदी 
ल: (हम रहे करार में)-2
    दिल न है करार में
दो: भूल जायें सारे ग़म ...

र: इश्क़ में जहर्(?) है, कुच हमें खतर नहीं
दो: इश्क़ में जहर है, कुच हमें खतर नहीं
ल: (बिजलियों से डर नहीं)-2
दो: (चलती जायें आशियाँ)-2
    थामकर बहार में
दो: भूल जायें सारे ग़म


 ",Nausherwaan-e-Aadil,1957,C Ramchandra,Parvez Shamsi,"Lata,Rafi"
"तुम हो तुम हो तुम्हीं हो सनम मेरे हमराज़
हमराज़ हमराज़
हे हे आ हा हा हा हा
ला ला ला ला ला ला
भूल न जाना दूर न जाना
ओ जान-ए-जानां प्यार निभाना
तुम हो तुम हो ...

तू ही आरज़ू है तू ही जुस्तज़ू तू है जुनूं
दिल की गली ये बड़ा तड़पाती है
अहद-ए-वफ़ा में दगा दे जाती है
दगा नहीं देना सज़ा नहीं देना
साहिल पे ला के डुबा नहीं देना
तुम हो तुम हो ...

है कच्चे धागे से नाज़ुक मोहब्बत
ये टूट जाए ना करना हिफ़ाज़त
दोराहे पे ला के छोड़ नहीं देना
वादा ये वफ़ा का तोड़ नहीं देना
तुम हो तुम हो ...

 ",Humraaz,2002,Himesh Reshammiya,Sudhakar Sharma,"Kumar Sanu, Alka Yagnik, Chorus"
"इ:   भूल न जाना आज की बातें
     ये उपवन ये समय सुहाना
     भूल न जाना
अ:   दोनों का आकार मिल जाना
     भूल न जाना
अ/इ: दोनों का आकार मिल जाना
     भूल न जाना
अ:   छुपना रुकना और श.र्मानाअ
इ:   छुपना रुकना और श.र्मानाअ
अ:   भूल न जाना भूल न जाना

इ:   खुशी से है मन फुला फुला
अ:   कैसा प्यारा प्यारा झूला
इ:   झूलन अपना
अ:   और झूलना
अ/इ: भूल न जाना आज की बातें
     भूल न जाना

अ:   दिल से दिल का तार मिलाकर
इ:   प्रेम का सुन्दर साज़ बजाकर
इ:   झूम झूम
अ:   झूम झूम दोनों का गाना
इ/अ: आ आ आ हा हा हा हा
     भूल  न जाना आज की बातें
     भूल न जाना

 ",Wapas,1943,R C Boral,Munshi Zakir Husain,"Asit Baran, Indrani Roy"
" 

भूल सकता है भला कौन ये प्यारी आँखें
रंग में डूबी हुई नींद से भारी आँखें
भूल सकता है भला कौन ...

मेरी हर सोस ने हर सोच ने चाहा है तुम्हें
जब से देखा है तुम्हें तब से सराहा है तुम्हें
बस गई हैं मेरी आँखों में तुम्हारी आँखें
रंग में डूबी हुई नींद से भारी आँखें
भूल सकता है भला कौन ...

तुम जो नज़रों को उठाओ तो सितारे झुक जायें
तुम जो पल्कों को झुकाओ तो ज़माने रुक जायें
क्यूँ न बन जायें इन आँखोन की पुजारी आँखेन
रंग में डूबी हुई नींद से भारी आँखें
भूल सकता है भला कौन ...

जागती रातों को सपनों का खज़ाना मिल जाये
तुम जो मिल जाओ तो जीने क बहाना मिल जाये
अपनी क़िस्मत पे करे नाज़ हमारी आँखेन
भूल सकता है भला कौन ये प्यारी आँखें
रंग में डूबी हुई नींद से भारी आँखें
भूल सकता है भला कौन ...

 
 ",Dharmaputra,1961,N Dutta,Sahir,Mahendra Kapoor
"भूलने वाले याद न आ  - 2

देख हमें मजबूर न कर 
तुझको कसम दुख दूर न कर 
हम तो जिये बस तेरे लिये 
तूने कुछ ऐसे रंज दिये 
ठेस लगी दिल टूट गया 
भूलने वाले याद ना आ ... 

हाय वफ़ा नकाम हुई 
सुबह के बदले शाम हुई 
फूल खुशी के खिल ना सके 
आँख मिली दिल मिल ना सके 
देख लिया अंजाम-ए-वफ़ा 
भूलने वाले याद ना आ ... 

दिल से मिटा उल्फ़त का निशां 
तुझसे हमारा प्यार कहाँ 
प्यार का नाता तोड़ यहीं 
गीत अधूरा छोड़ यहीं 
मैं भी ना गाऊं तू भी ना गा 
भूलने वाले याद ना आ ... 

 ",Anokhi Ada,1948,Naushad,Shakeel,Mukesh
"भूलने वाले तेरी याद है, तन्हाई है
किसी मासूम वफ़ा ने ये क़सम खाई है

नाम ले-ले के तेरा हम तो जिये जायेंगे -2
लोग यूँ ही हमें बदनाम किये जायेंगे
नाम ले-ले के तेरा हम तो जिये जायेंगे

हमपे इल्ज़ाम सही तू न हो बदनाम कहीं -2
अपने होंठों को तेरे ग़म में सिये जायेंगे
नाम ले-ले के तेरा हम तो जिये जायेंगे

जाने वाले तेरे क़दमों के निशाँ बाक़ी हैं -2
हम तो सजदे तेरी राहों में किये जायेंगे

नाम ले-ले के तेरा हम तो जिये जायेंगे
लोग यूँ ही हमें बदनाम किये जायेंगे
नाम ले-ले के तेरा हम तो जिये जायेंगे

 ",Aulad (Pakistan),1962,A Hameed,Faiyaz Hashmi,Naseem Begum
"भूले से कभी याद कर ऐ भूलने वाले
क्यूँ कर दिया मुझको मेरी क़िस्मत के हवाले

अरमान तडपते हैं दिल-ए-दार में अब तक
कब तूने दिल-ए-दार के अरमान निकाले

दरिया-ए-मुसीबत में कही डूब न जाएँ
अब तेरे सिवा कश्ती-ए-दिल कौन सम्भाले

क़िस्मत के अंधेरे में तुझे ढूँढ रहीं हूँ
आ जा मेरी दुनिया-ए-तमन्ना के उजाले

 ",Ek Roz,1947,Shyam Sundar,Sarshar Sailani,Naseem Akhtar
"भूले से मोहब्बत कर बैठा
नादाँ था बेचारा दिल ही तो है
हर दिल से ख़ता हो जाती है
बिगड़ो न ख़ुदारा दिल ही तो है
दुनिया में हमारा दिल ही तो है

( इस तरह निगाहें मत फेरो
ऐसा न हो धड़कन रुक जाए ) -2
सीने में कोई पत्थर तो नहीं -2
एहसास का मारा दिल ही तो है
दुनिया में हमारा ...

( बेदादगरों की ठोकर से
सब ख़्वाब सुहाने चूर हुए ) -2
अब दिल का सहारा ग़म ही तो है -2
अब ग़म का सहारा दिल ही तो है
दुनिया में हमारा ...

 ",Dil Hi To Hai,1963,Roshan,Sahir,Mukesh
"भूली बिसरी चन्द उम्मिदें चन्द फ़साने याद आए
तुम याद आये और तुम्हारे साथ ज़माने याद आये

दिल का नगर आबाद था फिर भी जैसे ख़ाक सी उड़ती रहती थी
कैसे ज़माने ऐ ग़म-ए-दौराँ तेरे बहाने याद आये

हँसने वालों से डरते थे छुप छुप कर रो लेते थे
गहरी गहरी सोच में डूबे तो दीवाने याद आये


ठण्डी सर्द हवा के झोंके आग लगाकर छोड़ गये
फूल खिले शाख़ों पे नये और दर्द पुराने याद आये

 ",Mehfil-E-Ghazal (Non-Film),1982,Mehdi Hasan,Razi Tirmizi,Mehdi Hasan
"भूली बिसरी प्रेम कहानी फिर आई एक याद पुरानी
भूली बिसरी प्रेम कहानी ...

ओ आने का वादा किया
वादा तोड़ दिया नहीं आए पिया
ओ भूल गए तुम प्रेम कहानी
फिर आई एक ...

मैने तो प्यार किया
ऐतबार किया इंतज़ार किया
ओ तुमने किया क्या दिलजानी
भूली बिसरी प्रेम कहानी ...

 ",Naginaa,1986,Laxmikant-Pyarelal,Anand Bakshi,Anuradha Paudwal
"गुज़र तो जायेगी तेरे बग़ैर भी लेकिन
बहुत उदास बहुत बेक़रार गुज़रेगी

भूली हुई सदा हूँ मुझे याद कीजिये
तुमसे कहीं मिला हूँ मुझे याद कीजिये

मंज़िल नहीं हूँ ख़िज़्र नहीं राहज़न नहीं हूँ
मंज़िल का रास्ता हूँ मुझे याद कीजिये

मेरी निगाह-ए-शौक़ से हर गुल है देवता
मैं इश्क़ का ख़ुदा हूँ मुझे याद कीजिये

नग़्मों की इब्तिदा थी कभी मेरे नाम से
अश्क़ों की इंतिहाँ हूँ मुझे याद कीजिये

गुमसुम खड़ी हैं दोनों जहाँ की हक़ीक़तें
मैं उनसे कह रहा हूँ मुझे याद कीजिये

'सागर्' किसी के हुस्न-ए-तग़ाफ़ुल-शआर की
बहकी हुई अदा हूँ मुझे याद कीजिये

 ",Naghma-E-Dil (Non-Film),1991,nan,Sagar Siddiqi,Ghulam Ali
"भूली हुई याद आई कहानी
हाय मोहब्बत, हाय जवानी -2

वापिस थे राजा, ऐ अहद-ए-फ़ानी
हाय मोहब्बत, हाय जवानी -2

सावन की भीगी भीगी सी ज़ाया ??
दिल का फ़साना जाग के सुनना -2
अपनी कहानी दिल को सुनानी
हाय मोहब्बत, हाय जवानी -2

गुज़री जवानी, छिन मा गुलेत में -2
सोज़-ए-मोहब्बत अब तक बाक़ी -2
ये आग शायद है जावेदानी -2
हाय मोहब्बत, हाय जवानी -2

भूली हुई याद

 ",Toofaani Taarzan,1937,Master Mohammed,Pt Gyan,Ahmad Dilawar
"भूली हुई यादों, मुझे इतना ना सताओ
अब चैन से रहने दो, मेरे पास न आओ
भूली हुई यादों ...

दामन में लिये बैठा हूँ, (टूटे हुए तारे - 2)
कब तक मैं जियूँगा यूँही, (ख्वाबों के सहारे - 2)
दीवाना हूँ, अब और ना दीवाना बनाओ
अब चैन से रहने दो, मेरे पास न आओ
भूली हुई यादों ...

लूटो ना मुझे इस तरह, (दोराहे पे लाके -2 )
आवाज़ न दो एक (नयी राह दिखाके - 2)
संभला हूँ मैं गिर-गिरके मुझे, फिर ना गिराओ
अब चैन से रहने दो मेरे पास ना आओ

भूली हुई यादों, मुझे इतना ना सताओ
अब चैन से रहने दो, मेरे पास न आओ
भूली हुई यादों ...

 ",Sanjog,1961,Madan Mohan,Rajinder Krishan,Mukesh
"ओ भूत राजा मैं हूँ भूत राजा
अरे कोई बताए ये पहेली
भूतों की महफ़िल में एक लड़की फंस गई अकेली

गर से मैं निकली रास्ते में फंस गई
आसमां से गिरके खज़ूर में अटकी
अच्छा एक खजूर खाएगी
तू खजूर नहीं मेरी मार खाएगी
यह सच है झूठ नहीं मैं कोई भूत नहीं
मैं तो हूँ नार नवेली
फंस गई मुश्किल में भूतों की महफ़िल में 
मैं एक लड़की अकेली
कोई बताए समझ में न आए न आए
कि क्या मैं करूं री
फंस गई मुसीबत में

लातों का भूत है बातों से नहीं मानेगा
लगतेहो मुझको तुम भूत सारे
यम देवता के हो दूत सारे
क्या बोली
दिन में ही रात हुई अनहोनी बात हुई
होनी ये क्या खेल खेली
फंस गई मुश्किल में ...

मैं एक लड़की अकेली

अरे ओ भूत राजा भूत राजा
बाबा मुझे माफ़ करो मेरा इन्साफ़ करो
जो बोलो मानती हूँ सबको पहचानती हूँ
किस्मत मुझे मार गई तुझसे मैं हार गई

हम हा हा
निकल गया भूत राजा
अब बन्द करो ये बैण्ड बाजा
अरे बन्द करो ये बैण्ड बाजा
अरे चोप

 ",Chaalbaaz,1989,Laxmikant-Pyarelal,Anand Bakshi,"Suresh Wadkar, Kavita Subraman..."
