Song,Film,YearMusic Director,Lyricist,Singers
"दिल है कि मानता नहीं -2
मुश्किल बड़ी है रस्म-ए-मोहब्बत ये जानता ही नहीं
दिल है कि मानता ...

ये बेकरारी क्यूं हो रही है ये जानता ही नहीं
दिल है कि मानता ...

दिल तो ये चाहे हर पल तुम्हें हम बस यूं ही देखा करें
मर के भी हम ना तुमसे जुदा हों आओ कुछ ऐसा करें
मुझ में समा जा आ पास आ जा हमदम मेरे हमनशीं
दिल है कि मानता ...

तेरी वफ़ाएं तेरी मुहब्बत सब कुछ है मेरे लिए
तूने दिया है नज़राना दिल का हम तो हैं तेरे लिए
ये बात सच है सब जानते हैं तुमको भी है ये यक़ीं
दिल है कि मानता ...

हम तो मोहब्बत करते हैं तुमसे हमको है बस इतनी खबर
तन्हा हमारा मुश्क़िल था जीना तुम जो न मिलते अगर
बेताब साँसें बेचैन आँखें कहने लगीं बस यही
दिल है कि मानता ...

 ",Dil Hai Ki Maantaa Naheen,1991,Nadeem-Shravan,Sameer,"Anuradha Paudwal, Kumar Sanu"
"दिल है लुटा हुआ जहाँ
रात भी है धुआँ-धुआँ
ऐ मेरी मौत ये बता
ऐसे में रह गई कहाँ
दिल है लुटा हुआ जहाँ

( अब न किसी को मुझसे प्यार
अब न किसी का इंतज़ार ) -2
दिल की ख़िज़ाँ चली गई
मेरी ख़ुशी की वो बहार
ख़ाक़ उड़ा के चल दिया
आ
ख़ाक़ उड़ा के चल दिया
मेरी ख़ुशी का कारवाँ

दिल है लुटा हुआ जहाँ
रात भी है धुआँ-धुआँ
ऐ मेरी मौत ये बता
ऐसे में रह गई कहाँ
दिल है लुटा हुआ जहाँ

( ऐ दिल-ए-बेक़रार सुन
भूल जा अब ख़ुशी की धुन ) -2
फूलों से तेरा काम क्या
काँटों को चुन सके तो चुन
अब न किसी की आस कर
आ
अब न किसी की आस कर
आयेगा कौन अब यहाँ

दिल है लुटा हुआ जहाँ
रात भी है धुआँ-धुआँ
ऐ मेरी मौत ये बता
ऐसे में रह गई कहाँ
दिल है लुटा हुआ जहाँ

 ",Talaash,1957,C Ramchandra,Rajinder Krishan,Lata
"दिल है सनम दिल जिस तरह ये शबनम 

गा रही है धड़कन तेरे गीत हरदम 

मैं तेरी दिलरुबा तू है मेरी सरगम 

जलता है बदन मेरा छू ले तू मुझे ज़रा 

दूरी क्यों मेरे पिया सीने से मुझे लगा 



क्या हो मेरे तुम ये कैसे तुम्हें समझाऊँ 

तुम हो मेरे सनम कैसे तुम बिन मुसकाऊँ

कहता है आज ये मेरा प्यार तेरी बाँहों में सिमट जाऊँ 

होंठों का रस पिला दो मुझे मैं तुम से लिपट जाऊँ 

जलता है बदन मेरा छू ले तू मुझे ज़रा 
दूरी क्यों मेरे पिया सीने से मुझे लगा 

दिल है सनम दिल जिस तरह ये शबनम 
गा रही है धड़कन तेरे गीत हरदम 
मैं तेरी दिलरुबा तू है मेरी सरगम


धीरे-धिरे कुछ अमरत बरसाओ 

ये जाँ निकले अब और ना तरसाओ 

भीगा हुआ बदन है मेरा कुछ और भिगा जाओ 

मेरे जान-ए-जाँ आज प्यार में डूब जयेंगे हम और तुम 

जलता है बदन मेरा छू ले तू मुझे ज़रा 
दूरी क्यों मेरे पिया सीने से मुझे लगा 

दिल है सनम दिल जिस तरह ये शबनम 
गा रही है धड़कन तेरे गीत हरदम 
मैं तेरी दिलरुबा तू है मेरी सरगम

 ",Chor Chor,1996,A R Rahman,P K Mishra,Sujatha
"दिल है तुम्हारी याद की दुनिया लिये हुए
इक जाम है शराब का दरिया लिये हुए

आँखें मिला के आप ने जादू सा कर दिया
दिल अब तड़प रहा है तमन्ना लिये हुए

हँसते थे आप सुनके मुहब्बत की दास्ताँ
जाते हैं लोग मेरा जनाज़ा लिये हुए

 ",Ghar Ki Laaj,1941,Annasaheb Mainkar,Ehsan Rizvi,Kalyani
"दिल हमारा हुआ है किसी का
प्यार शायद है नाम इसी का
कैसा आलम है ये बेखुदी का
प्यार शायद है नाम इसी का
दिल हमारा हुआ ...

हम पराए हुए इक मुलाकात में
बात आगे बढ़ी बात ही बात में
बेखबर हो गए जब मिली ये नज़र
जान-ओ-दिल पे हुआ है ये कैसा असर
रुख बदलने लगा ज़िंदगी का
प्यार शायद है नाम इसी का
दिल हमारा हुआ ...

उनसे जब तक हमें यूं मोहब्बत न थी
इतनी दुनिया कभी खूबसूरत न थी
दिल का आना कहें दिल का जाना कहें
ऐसी दीवानगी को भला क्या कहें
रंग है हर तरफ़ आशिक़ी का
प्यार शायद है नाम इसी का
दिल हमारा हुआ ...

 ",Albela,2001,Jatin-Lalit,Rani Malik,"Hariharan, Alka Yagnik"
"कु : दिल हमने दिया है इकरार हमने किया है -2
 जान-ए-तमन्ना जान-ए-ज़माना
 के तुझे प्यार हमने किया है
अ : दिल हमने दिया है ...
कु : दिल हमने दिया है ...

 चेहरा तेरा फूलों से हसीं है दीवाने दिल ने कहा
 तुझसे प्यारा कोई नहीं है सुन ले ओ जान-ए-अदा
 तुझे देखें तुझे चाहें तेरा दीदार
 सौ सौ बार हम तो यार करेंगे
अ : दिल हमने दिया है ...
कु : दिल हमने दिया है ...

अ : साँसों में तूफ़ानों को छुपाया हमने किया इंतज़ार
 तूने हमको सीने से लगाया तब जा के आया क़रार
 ख़फ़ा न हो कभी दिलबर
 मोहब्बत पे हमेशा हम तो एतबार करेंगे
कु : दिल हमने दिया है ...
अ : दिल हमने दिया है ...

 ",Aandolan,1995,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
"लता:
दिल हमसे वो लगाएँ जो हँसके तीर खाएँ
जिनको हो जान प्यारी
जिनको हो जान प्यारी, वो सामने न आएँ
साथी:
जिनको हो जान प्यारी ...
लता:
जिनको हो जान प्यारी, वो सामने न आएँ

मुबारक:
दुनिया में आशिक़ों का मेला लगा हुआ है
लता:
देखो यहाँ जिसे भी मजनूँ बना हुआ है
हम किसका हाल पूछें
हम किसका हाल पूछें, हम किसके नाज़ उठाएँ
साथी:
हम किसका हाल पूछें ...
मुबारक:
जिनको हो जान प्यारी, वो सामने न आएँ

लता:
दुश्मन हैं ख़ुद ही अपने, दिल की लगी के मारे
लता, साथी:
दिल की लगी के मारे ...
मुबारक:
भरते हैं ख़ुद ही आहें
भरते हैं ख़ुद ही आहें, गिनते हैं ख़ुद ही तारे
इल्ज़ाम है ये हम पर, करते हैं हम जफ़ाएँ
साथी:
इल्ज़ाम है ये हम पर ...
लता:
जिनको हो जान प्यारी, वो सामने न आएँ

मुबारक:
रो-रोके आँसुओं के दरिया बहानेवाले
लता:
इतना नहीं समझते
इतना नहीं समझते उल्फ़त जतानेवाले
आँसू वही हैं मोती
आँसू वही हैं मोती, दामन पे जो न आएँ
साथी:
आँसू वही हैं मोती ...
जिनको हो जान प्यारी ...
दिल हमसे वो लगाएँ ...
जिनको हो जान प्यारी ...

 ",Baradari,1955,Nashad,Khumar Barabankvi,"Lata, Mubarak Begum, Chorus"
"दिल ही बुझा हुआ हो तो फ़स्ल-ए-बहार क्या
साक़ी नचा, शराब हँसा, अब ??? क्या

दुनिया चले चला है जब हसरतों का बोझ
साथी नहीं है, सर पे गुनाहों का बोझ क्या
दिल ही बुझा हुआ ...

बाद-ए-पना क़ुज़ून ? है नाम-ओ-निशां किसीके
जब हम नहीं रहे तो रहेगा मज़ार क्या
दिल ही बुझा हुआ ...

 ",Nirdosh,1941,Ashok Ghosh,Neelkanth Tiwari,Mukesh
"दिल ही दिल में प्यार की बातें कब तक उन्हें छुपाएगी
कर ले तू इकरार प्यार का वरना पकड़ी जाएगी

मेरा कंगना झांझर चूड़ी खन खन करती है
मेरे यार दीवानी लड़की तुझ पे मरती है
तेरा कंगना झांझर चूड़ी खन खन करती है
ये सबको पता है यार तू मुझ पे मरती है
मेरा कंगना ...

गली गली गूंज रही हैं तेरे प्यार की खबरें
चारों तरफ़ हैं चर्चे तेरे बोल कहां से गुज़रें
कभी किसी के प्यार की कलियाँ इधर उधर ना बिखरें
मैने बहुत छुपाया लेकिन कह गईं सब कुछ नज़रें
तूने प्यार किया है फिर इतना क्यूं डरती है
मेरा कंगना ...

धीरे धीरे खींच रहा है तू साँसों की डोरी
ना जाने कब तुमने कर ली मेरे दिल की चोरी
मेरे गले का हार बनेंगी बाहें गोरी गोरी
बड़े प्यार से रंग दूंगा मैं तेरी उमरिया कोरी
तू रंग दे मुझको मेरी तमन्ना करती है
मेरा कंगना ...

 ",Krodh/ Blast of Anger,2000,Anand-Milind,Dev Kohli,"Abhijit, Alka Yagnik, Chorus"
"दिल ही दिल में ले लिया दिल, महरबानी आप की
दिल के क़ाबिल कहाँ ये कदरदानी आप की

अपने दिल को क्यों न चहूँ जिस ने चाहा आप को
अब तो मेरा दिल भी है जैसे निशानी आप की

और इस दुनिया में क्या है जीत के क़ाबिल भला
एक मेरा दीवानापन है एक जवानी आप की

फड़फड़ाते होंठ जिस को कह न पाये शम.र से
झुकती आँखों ने सुना दी ये कहानी आप की

 ",Tawaaif,1985,Ravi,Hasan Kamaal,Mahendra Kapoor
"दिल ही तो है न संग-ओ-ख़ीश्त
दर्द से भर ना आये क्यूं
रोयेंगे हम हज़ार बार
कोई हमें सताये क्यूँ
रोयेंगे हम हज़ार बार

दैर नहीं हरम नहीं
आ
दैर नहीं हरम नहीं
दर नहीं आस्ताँ नहीं
बैठे हैं रहग़ुज़र पर हम
कोई हमें उठाये क्यूँ
रोयेंगे हम हज़ार बार

क़ैद-ओ-हयात और बन्द-ओ-ग़म
अस्ल में दोनों एक हैं
मौत से पहले आदमी
ग़म से निजात पाये क्यूँ

दिल ही तो है न संग-ओ-ख़ीश्त
दर्द से भर ना आये क्यूं
रोयेंगे हम हज़ार बार

आ

 ",Ghalib (Pakistan),1962,Tasadduq Husain,Mirza Ghalib,Noorjehan
"दिल ही तो है तड़प गया दर्द से भर न आये क्यों
रोयेंगे हम हज़ार बार कोई हमें सताये क्यों

रोते हुए गुज़ार दी जिस ने तमाम ज़िंदगी
उस को हँसी से काम क्या कोई उसे हँसाये क्यों

ऐ मेरे बदनसीब दिल देख ये तेरी भूल है
तू तो ख़िज़ा का फूल है तुम से बहार आये क्यों

आँखों में आँसू दिल में ग़म जीने को जी रहे हैं हम
मौत से पहले ज़िंदगी ग़म से निजात पाये क्यों


 ",Aadhi Raat,1950,Husnlal-Bhagatram,Asad Bhopali,Lata
"दिल हो उन्हें मुबारक जो दिल को ढूँढते हैं -2
हम दिल से हाथ धो कर क़ातिल को ढूँढते हैं -2

ए मौत आ के तू ही अब रास्ता दिखा दे -2
दर-दर भटकने वाले -2
मंज़िल दो ढूँढते हैं -2
हम दिल से हाथ ...

जब मिट रही हो हस्ती खो जाए दिल तो क्या ग़म -2
उल्फ़त में मिटने वाले सब दिल को ढूँढते हैं -2

नादाँ थे कितने हम भी दुनिया के सफ़र में
खुद ही डुबो के कश्ती साहिल को ढूँढते हैं
हम दिल से हाथ ...

 ",Chandni Raat,1949,Naushad,Shakeel,Rafi
"दिल हुआ बेकरार आहिस्ता आहिस्ता
हो गया तुमसे प्यार आहिस्ता आहिस्ता
दिल हुआ बेकरार ...

जाने क्यों हो गया मेरा दिल दीवाना
बनते बनते बन गया प्यार का अफ़साना
ऐ जान-ए-जां आँखों में वो छाने लगा खुमार आहिस्ता आहिस्ता
दिल हुआ बेकरार ...

मौसम की हवाओं में खुश्बू तेरे प्यार की
साँसें करने लगी बातें इजहार की
आने लगा नाम होंठों पे बार बार आहिस्ता आहिस्ता
दिल हुआ बेकरार ...

 ",Gunehgaar,1994,Shyam Surinder,Maan Singh Deep,"Alka Yagnik, Kumar Sanu"
"दिल हूँ हूँ करे, घबराए
घन धम धम करे, गरजाए
एक बूँद कभी पानी की
मोरे अँखियों से बरसाए

तेरी झोली डारूँ, सब सूखी पात जो आए
तेरा छुआ लगे, मेरी सूखी डाल हरियाए
दिल हूँ हूँ करे, घबराए

जिस तन को छूआ तूने उस तन को छुपाऊँ
जिस मन को लागे नैना, वो किसको दिखाऊँ
ओ मोरी चन्द्रमा, तेरी चाँदनी अँग जलाए
ऊँची तोरी अटारी, मैं ने पँख लिए कटवाए


दिल हूँ हूँ करे, घबराए


 ",Rudaali,1993,Bhupen Hazarika,Gulzar,Bhupen Hazarika / Lata
"आ : दिल इंसान का एक तराजू जो इंसाफ़ को तौले
 अपनी जगह पर प्यार है क़ायम धरती-अम्बर डोले
 सबसे बड़ा सच एक जगत में भेद अनेक जो खोले
 प्रेम बिना जीवन सूना ये पागल प्रेमी बोले

ल : के आजा तेरी याद आई
 ओ बालम हरजाई
 के आजा तेरी ...

 ज़ालिम कितनी देर लगा दी तुमने आते-आते
 अब आए हो अब न आते तो हम जान से जाते
 दिल दीवाना दीवाने को हम कैसे समझाते
 कहते राम-दुहाई
 के आजा तेरी ...

र : फ़ुरसत भी है मौसम भी है मन है रंगरलियों में
 छुप गई है तू ख़ुश्बू बन के शायद इन कलियों में
 मैने तुझको कितना ढूँढा आवारा गलियों में
 ये आवाज़ लगाई
 के आजा तेरी ...

ल : मस्त हवा ने बात कोई कह दी कानों में 
 जैसे कोई मदिरा भर दे खाली पैमानों में
 तड़पाया आज मचलते दिल के अरमानों ने
 रुत ने ली अंगड़ाई
 के आजा तेरी ...

 ",Charas,1976,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Lata, Anand Bakshi"
"होय होय
दिल जंगली कबूतर होय होय
चुपके से उड़कर होय होय
जाने जा बैठे होय होय
किस छत के ऊपर होय होय होय
इसलिए ये पहला काम किया मैने दिल जानम के नाम किया
दिल जंगली कबूतर ...

यूं आए जवानी यूं जाए जवानी
जैसे बह जाए दरिया का पानी
इससे पहले कि मर जाएं ओ यार मेरे कुछ कर जाएं
दिल जंगली कबूतर ...

सौदागर आए जादूगर आए
सब ठीक था लेकिन जब आशिक़ आए
दुनिया में मची होय होय
तू कैसा पागल आवारा तू बन जा मेरे नैनों का काजल
ये दावत मुझे कबूल नहीं
इस गली की कुड़ियां जादू की पुड़ियां
चलती हैं दिल पे ये बन के छुरियां
क्या करें ये जितने मुंडे हैं
सब तेरे जैसे गुंडे हैं होय होय
दिल जंगली कबूतर ...

 ",Qahar/ The Ultimate Calamity,1997,Anand-Milind,Anand Bakshi,"Udit Narayan, Sadhana Sargam"
"दिल जान जिगर तुझपे निसार किया है
क्यूं
प्यार किया है रे तुझे प्यार किया है

तूने भी मुझे कितना बेकरार किया है
क्यूं
प्यार किया है रे बहुत प्यार किया है
दिल जान जिगर तुझपे ...

मैं तो हूँ तेरी अदाओं का मारा
तू ही क्यूं समझे न मेरा इशारा
झूम के तू आजा बाहों में समा जा
अब तक बड़ा ही इंतज़ार किया है
क्यूं
प्यार किया है ...

मेरी तरफ़ देख ज़रा नज़रें उठा के
पलकों में रखा है तुझको छुपा के
अपना बनाएंगे तुझको रिझाएंगे
तेरे लिए तो ये सिंगार किया है
क्यूं
प्यार किया है ...

 ",Saajan Chale Sasuraal,1996,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
"दिल जब से टूट गया कैसे कहें कैसे जीते हैं
कभी ज्यादा कभी कम पीते हैं

जान-ए-वफ़ा जाने न तू ज़ख्मों को हम कैसे सीते हैं
कैसे तेरे बिना हम जीते हैं

जाम का है सहारा वरना क्या है हमारा
ये दवा जो न पीते हम भला कैसे जीते
देखें मुड़के जहाँ है वहाँ बेबसी
बेखुदी बन गई अब मेरी ज़िंदगी
साथ तेरा छूट गया कैसे कहें कैसे जीते हैं
कभी ज्यादा कभी कम ...

तुझ पे करके भरोसा हमने खाया है धोखा
पहले जो जान जाते तुझसे दिल न लगाते
अपनी हर आरज़ू आँसुओं में ढली
दर्द की आग में हर तमन्ना जली
किसको पता किसको खबर ज़ख्मों को हम कैसे सीते हैं
कभी ज्यादा कभी कम ...

 ",Salaami,1993,Nadeem-Shravan,Sameer,"Alka Yagnik, Pankaj Udhas"
"दिल जबसे उनके हुस्न का servant हो गया
सिक्का हमारे इश्क़ का patent हो गया

तीर-ए-निगाह-ए-नाज़ को मैं उनके क्या कहूँ
मेरे लिए तो मौत का warrant हो गया

नीलाम कर दिया है उल्फ़त के चाँद में
दिल क्या हुआ कि हुस्न का merchant हो गया

आहें न क्यों भरूँ मैं नाले न क्यों करूँ मैं
order terii nigaah kaa urgent हो गया

जूते लगाइए कि प्यार कीजिए
समझेंगे हम कि इश्क़ का payment हो गया
रितु आई सुहानी ...

 ",Nishana,1946,Sagir Asif,Shevan Rizvi,nan
"दिल जला के मेरा मुस्कुराते हैं वो
अपनी आदत के कब बाज़ आते हैं वो

पूछ लेते हैं हर राज़ मुझसे मेरा
अपनी हर बात मुझसे छुपाते हैं वो

आप ख़ुद तो बड़े बेवफ़ा हैं मगर
क़िस्से सबको वफ़ा के सुनाते हैं वो

जिसने देखा उन्हें अपने दिल से गया
तीर नज़रों के ऐसे चलाते हैं वो

 ",Passions (Non-Film),1993,Ghulam Ali,S M Sadik,Ghulam Ali
"दिल जलता है तो जलने दे 
आँसू ना बहा फ़रियाद ना कर 
दिल जलता है तो जलने दे 

तू परदा नशीं का आशिक़ है 
यूं नाम-ए-वफ़ा बरबाद ना कर 
दिल जलता है तो जलने दे 

मासूम नजर के तीर चला 
बिस्मिल को बिस्मिल और बना
अब शर्म-ओ-हया के परदे में 
यूं छुप छुप के बेदाद ना कर 
दिल जलता है तो जलने दे 

हम आस लगाये बैठे हैं 
तुम वादा करके भूल गये 
या सूरत आके दिखा जाओ 
या कह दो हमको याद ना कर 
दिल जलता है, दिल जलता है, दिल जलता है ...

 ",Pahli Nazar,1945,Anil Biswas,Aah Sitapuri,Mukesh
"दिल जले तो जले, ग़म पले तो पले
किसी की न सुन गाये जा

ओ जीने वाले
आग से आग बुझा ले
जग की न सुन, प्यार की धुन झूम के गा ले
दिल जले तो जले   ...

ओ जीने वाले
ये कलियाँ ये तारे
चुप तो हैं मगर, तकते इधर कहते हैं सारे
दिल जले तो जले   ...

ओ जीने वाले
छेड़ हसीन तारें
बिछड़े जो अब, मिलना हो कब, कोई न जाने
दिल जले तो जले   ...

 ",Taxi Driver,1954,S D Burman,Sahir,Lata
"दिल जलेगा तो ज़माने में उजाला होगा -2
हुस्न ज़र्रों का सितारों से निराला होगा
दिल जलेगा ...

कौन जाने ये मोहब्बत की सज़ा है के सिला -2
हम किनारे पे भी पहुंचे तो किनारा न मिला
बुझ गया चाँद किसी दर्द भरे दिल की तरह -2
रात का रँग अभी और भी काला होगा
दिल जलेगा ...

देखना रोएगी फ़रियाद करेगी दुनिया -2
हम न होंगे तो हमें याद करेगी दुनिया
अपने जीने की अदा भी है अनोखि क़द्द (??) के -2
अपने मरने का भी अंदाज़ निराला होगा
दिल जलेगा तो ज़माने में उजाला होगा
दिल जलेगा ...

 ",Yeh Basti Yeh Log,1960,Bhola Shreshtha,Prem Warbartani,Lata
"दिल जवाँ है आरज़ू जवाँ
एक नज़र इधर भी मेहरबाँ
कब तलक ये हमसे बेरुख़ी
कब तलक रहेगी चुप ज़ुबाँ

ये क्या ग़ज़ब है दिलरुबा है अपने आप से ख़फ़ा
धरी रहेगी हर अदा जो दिल किसी पे आ गया
ग़ुरूर-ए-दिल रहेगा फिर कहाँ
एक नज़र इधर भी ...

वो हुस्न क्या जो रूठके निगाह को न फेर ले
वो इश्क़ क्या जो छेड़के न ज़ुल्फ़ को बिखेर दे
वो सोज़ क्या उठे न जो धुआँ
एक नज़र इधर भी ...

मैं जानता हूँ ऐ परी झुकी-झुकी नज़र तेरी
उठी तो हार जायेगी ज़रूर मुस्कुराएगी
न छुप सकेगी दिल की दास्ताँ
एक नज़र इधर भी ...

अजीब शै है प्यार भी कि जीत भी है हार भी
नशा भी है ख़ुमार भी ख़िज़ाँ भी है बहार भी
यही है दो दिलों की दास्ताँ
एक नज़र इधर भी ...

ग़ुरूर है न शान है हर एक अदा ज़ुबान है
यह कैसा इम्तहान है कि हुस्न मेहरबान है
ज़मीं पे झुक रहा है आसमाँ
एक नज़र इधर भी ...

तड़प क़रार बन गई ख़िज़ाँ बहार बन गई
दबी-दबी जो आग थी किसी का प्यार बन गई
मैं आ गई वहीं है दिल जहाँ
एक नज़र इधर भी ...

 ",Samundari Daaku,1956,Jaidev,Vishwamitra Adil,Talat
"दिल जिगर नज़र क्या है मैं तो तेरे लिए जां भी दे दूं
ओ मेरी जान-ए-जां तू है मेरा जहाँ
मैं तो तेरे लिए ...

मैने तुझको चाहा इसमें मेरी खता क्या
दिल ने तुझको अपना माना इसकी सज़ा क्या
ओ मेरे हमकदम चलेंगे साथ हम
मैं तो तेरे लिए ...

सुन मस्ती में डूबे ये मेरे तराने
दिल है तेरा दीवाना लेकिन तू न जाने
ओ मेरे हमनशीं करले मेरा यक़ीं
मैं तो तेरे लिए ...

दिल में लाखों अरमां आँखों में हैं सपने
तुम हो अजनबी पर ( लगते हो मुझको अपने ) -2
तू मेरी हर ख़ुशी तू मेरी ज़िन्दगी
मैं तो तेरे लिए ...

 ",Dil Kaa Kyaa Qasoor,1992,Nadeem-Shravan,Nawab Arzoo,Kumar Sanu
"दिल जो भी कहेगा मानेंगे
दुनिया में हमारा दिल ही तो है
हर हाल में जिसने साथ दिया
वो एक बिचारा दिल ही तो है

कोई साथी न कोई सहारा
कोई मन्ज़िल न कोई किनारा
रुक गये जिस जगह दिल ने रोका
चल दिये जिस तरफ़ दिल पुकारा
हम प्यार के प्यासे लोगों की -2
मन्ज़िल का इशारा दिल ही तो है

दुनिया में हमारा दिल ही तो है
दिल जो भी कहेगा मानेंगे
दुनिया में हमारा दिल ही तो है

हार मानी नहीं ज़िन्दगी से
हँस के मिलते रहे हर किसी से
क्यूँ न इस दिल पे क़ुर्बान जायेँ
सह लिये जिसने ग़म भी ख़ुशी से
सुख में जो न खेले हम ही तो हैं -2
दुख से जो न हारा दिल ही तो है

दुनिया में हमारा दिल ही तो है

अपनी ज़िन्दादिली के सहारे
हमने दिन ज़िन्दगी के ग़ुज़ारे 
वरना इस बेमुरव्वत जहाँ में
और कब्ज़े में क्या है हमारे
हर चीज़ है दौलत वालों की -2
मुफ़लिस का सहारा दिल ही तो है

दुनिया में हमारा दिल ही तो है

 ",Dil Hi To Hai,1963,Roshan,Sahir,Mukesh
"दिल जो दिया, कहने लगे आज ना
मुझसे मिल के गये भोले भाले साजना
ओ मेरे साजना, साजना

डाल मिली डाल से, फूल मिला फूल से
हम भी मिल गये कहीं पे रास्ते की भूल से
कहने लगे मान जाओ एक महीना
मैं कह न सकी ना
तार मेरे दिल के उठे झनझना
मुझसे मिल के गये ...

मेरे प्रेम के कुंकुम, (और) खिलो तुम, (और) हँसो तुम
ऐसे ही मेरे बाग़ में उस रोज़ भी खिलना
जिस रोज़ हमारा हो किसी कुंज में मिलना
नैन मिले जिन से हमारे
अब उनकी याद में है जागना
मुझसे मिल के गये ...

 ",Safar,1946,C Ramchandra,G S Nepali,Naseem Akhtar
"दिल जो हमारा आहें न भरता
तो दुनिया में कोई मुहब्बत न करता
दिल जो हमारा ...

न खुशी कोई होती न आँखों में पानी
सज़ा बन गई होती ये ज़िंदगानी
बिना इसके जो यूं ही जीवन गुज़रता
दिल जो हमारा ...

मोहब्बत की कीमत लगाई न जाए
न मौसम अगर यूं मचलकर उभरता
दिल जो हमारा ...

 ",Naagmani,1991,Annu Malik,Sameer,Anuradha Paudwal
"दिल जो न कह सका
वही राज़-ए-दिल कहने की रात आई
दिल जो न कह सका

नग़मा सा कोई जाग उठा बदन में
झंकार की सी थरथरी है तन में -2
हो, प्यार की इन्हीं धड़कती, धड़कती फ़िज़ाओं में
रहने की रात आई
दिल जो न कह सका ...

अब तक दबी थी एक मौज-ए-अरमाँ
लब तक जो आई बन गई है तूफ़ाँ -2
हो, बात प्यार की बहकती 
बहकती निगाहों से कहने की रात आई
दिल जो न कह सका ...

ग़ुज़रे न ये शब खोल दूँ ये ज़ुल्फ़ें
तुमको छुपा लूँ मूँद के ये पलकें -2
हो, बेक़रार सी लरज़ती, लरज़ती सी छाँवों में
रहने की रात आई
दिल जो न कह सका ...


 ",Bheegi Raat,1965,Roshan,Majrooh,Lata
"दिल जो ना कह सका
वोही राज़-ए-दिल कहने की रात आई
दिल जो ना कह सका

तौबा ये किस ने अंजुमन सजा के
टुकड़े किये हैं गुंच-ए-वफ़ा के - 2
उछालो गुलों के टुकड़े
के रंगीं फ़िज़ाओं में रहने की रात आई
दिल जो ना कह सका

चलिये मुबारक ये जश्न दोस्ती का
दामन तो थामा आप ने किसी का - 2
हमें तो खुशी यही है
तुम्हें भी किसी को अपना कहने की रात आई
दिल जो ना कह सका

सागर उठाओ दिल का किस को ग़म है
आज दिल की क़ीमत जाम से भी कम है - 2
पियो चाहे खून-ए-दिल हो
के पीते पिलाते ही रहने की रात आई
दिल जो ना कह सका

 ",Bheegi Raat,1965,Roshan,Sahir,Rafi
"दिल का अफ़साना सुनाते हैं सुनाने वाले
काश समझें ना मोहब्बत को मिटाने वाले
प्यार का नाम भी लेते हुए डर लगता है
तीर खेंचे हुए बैठे हैं ज़माने वाले

चलेंगे तीर जब दिल पर तो अरमानों का क्या होगा
तुटेगा घर तो फिर इस घर के मेहमानों का क्या होगा

सुना है इश्क़ में आते हैं दिन आहों के नालों के
अभी तक तो सलामत है गरेबाँ इश्क़ वालों के
अगर फ़सल-ए-बहार आई तो दीवानों का क्या होगा
चलेंगे तीर जब ...

उठा है शोर-ए-मातम शमा तेरे जाँ-निसारों में
अभी तो दिल ही जलते हैं मोहब्बत के शरारों में
किसी ने पर जला डाले तो परवानों का क्या होगा
चलेंगे तीर जब ...

अधूरे हैं अभी पूरे नहीं किस्से मोहब्बत के
अभी तो दिल में पोशीदाँ हैं अफ़साने क़यामत के
हक़ीक़त हो गई ज़ाहिर तो अफ़सानों का क्या होगा
चलेंगे तीर जब ...

सुना है जाम-ए-उल्फ़त में बला का जोश है साक़ी
अभी तो दिल है क़ाबू में अभी तो होश है बाक़ी
अगर पी कर बहक उठे तो मस्तानों का क्या होगा
चलेंगे तीर जब ...

 ",Kohinoor,1960,Naushad,Shakeel,"Lata, Rafi"
"दिल का भंवर करे पुकार
प्यार का राग सुनो, प्यार का राग सुनो रे

फूल तुम गुलाब का
क्या जवाब आपका
जो अदा वो बहार है
आज दिल की बेकली, आ गई ज़बान पर
बात ये है तुमसे प्यार है
दिल तुम्हीं को दिया रे
प्यार का राग सुनो रे ...
दिल का भंवर ...

चाहे तुम मिटाना, पर न तुम गिराना
आँसू की तरह निगाह से
प्यार कि उँचाई
इश्क़ कि गहराई
पूछ लो हमारी आह से
आसमाँ छू लिया रे
प्यार का राग सुनो रे
दिल का भंवर ...

इस हसीन उतार पे हम न बैठे हार के
साया बन के साथ हम चले
आज मेरे संग तो गूँजे दिल की आरज़ू
तुझसे मेरी आँख जब मिले
जाने क्या कर दिया रे
प्यार का राग सुनो ...

आप का ये आँचल, प्यार का ये बादल
फिर हमें ज़मीं पे ले चला
अब तो हाथ थाम लो, इक नज़र का जाम दो
इस नये सफ़र का वस्ता
तुम मेरे साक़िया रे
प्यार का राग सुनो रे, ऊ ऊ ऊ   ...

 ",Tere Ghar Ke Samne,1963,S D Burman,Hasrat,Rafi
