Song,SongTitleEnglish,SongTitleHindi,Year,MovieEnglish,MovieHindi,Music Director,Lyricist,SingersEnglish,SingersHindi
"ये मेरी ज़िंदगी बेजान लाश थी
बरसों से प्यार को तेरी तलाश थी
बस आज मेरी खोई तक़दीर मिल गयी
तेरी तस्वीर मिल गई, तेरी तस्वीर मिल गई
मिल गई, मिल गई, तेरी तस्वीर मिल गई

अब के बहार में इस इंतज़ार में
दिल का वो हाल था, मुशकिल ये साल था
दीवाने के लिये इक ज़ंजीर मिल गयी
तेरी तस्वीर मिल गयी...

तस्वीर में मगर ये कौन है बता
इसको ज़रा उठा, मुझको यहाँ बिठा
क्या काम इसका राँझे को हीर मिल गयी
तेरी तस्वीर मिल गयी...

आई है टूट कर, तुझ पर जवानियाँ
बचपन की है मगर, सारी निशानियाँ
मेरे हसीन ख़्वाबों की ताबीर मिल गयी
तेरी तस्वीर मिल गयी...",Teri Tasveer Mil Gayi,तेरी तस्वीर मिल गई,1983, Betaab,बेताब,आर.डी.बर्मन,आनंद बक्षी,Shabbir Kumar,शब्बीर कुमार
"तेरा हिज्र मेरा नसीब है
तेरा ग़म ही मेरी हयात है
मुझे तेरी दूरी का ग़म हो क्यों
तू कहीं भी हो मेरे साथ है
तेरा हिज्र मेरा...

मेरे वास्ते तेरे नाम पर
कोई हर्फ़ आए नहीं नहीं
मुझे ख़ौफ़-ए-दुनिया नहीं
मगर मेरे रूबरू तेरी ज़ात है
तेरा हिज्र मेरा...

तेरा वस्ल ऐ मेरी दिलरुबा
नहीं मेरी किस्मत तो क्या हुआ
मेरी महजबीं यही कम है क्या
तेरी हसरतों का तो साथ है
तेरा हिज्र मेरा...

तेरा इश्क़ मुझपे है मेहरबाँ
मेरे दिल को हासिल है दो जहां
मेरी जान-ए-जाँ इसी बात पर
मेरी जान जाए तो बात है
तेरा हिज्र मेरा...",Tera Hijr Mera,तेरा हिज्र मेरा,1983, Razia Sultan,रज़िया सुल्तान,खय्याम,निदा फ़ाज़ली,Kabban Mirza,कब्बन मिर्ज़ा
"गुमसुम गुमसुम निशा आई
मौन की धागों से बुन-बुन कर
चादर नीली लायी
चादर के कोमल सिलवट में
साँसों की गरमाई
प्रीत जीवंत-जीवंत छाई

कामना के रंग में रंगें
आज के गहरे गर्भ में
नीरव मर्म वर्षा लेकर
सावन भादो बरसे
बादल की भीगी आँचल में
साँसों की गरमाई...

प्रेम भरे स्वर तेरे, अस्फुट इक गूँज लिए
झरते हैं झरझर प्रिये, झरते हैं झरझर
परिधी विहीन संगम को तत्पर ये अधर
काँपे हैं थरथर प्रिये, काँपे है थरथर
नियम तोड़ने का नियम
आकांक्षा का पथ है
कोमल आघात, प्रति आघात
नाटक नीली निशा का

दूर आर्तनाद की नदी
घाट का क्रंदन स्वर
कौन सुने जब पाया
आलिंगन का सागर, आलिंगन का सागर
जिसके आलिंगन में पाई
साँसों की गरमाई...",Gumsum Gumsum,गुमसुम गुमसुम,2001, Daman,दमन,भूपेन हज़ारिका,माया गोविन्द,"Bhupen Hazarika,  Kavita Krishnamurthy","भूपेन हज़ारिका, कविता कृष्णामूर्ति"
"उसने कहा, तू कौन है
मैंने कहा, उल्फ़त तेरी
उसने कहा, तकता है क्या
मैंने कहा, सूरत तेरी
उसने कहा, चाहता है क्या
मैंने कहा, चाहत तेरी
मैंने कहा, समझा नहीं
उसने कहा क़िस्मत तेरी

एक हमें आपकी लड़ाई मार गई
दूसरी ये यार की जुदाई मार गई
तीसरी हमेशा की तन्हाई मार गई
चौथी ये ख़ुदा की ख़ुदाई मार गई
बाक़ी कुछ बचा, तो महँगाई मार गई
महँगाई मार गई
एक हमें आपकी...

तबियत ठीक थी
और दिल भी बेक़रार न था
ये तब की बात है, हाँ बात है
जब किसी से प्यार न था
जबसे प्रीत सपनों में समाई, मार गई
मन के मीत, दर्द की गहराई मार गई
नैनों से ये नैनों की सगाई मार गई
सोच-सोच में जो सोच आई, मार गई
बाक़ी कुछ बचा...

कैसे वक़्त में आ के दिल को
दिल की लगी बिमारी
महँगाई के दौर में हो गई
महॅंगी यार की यारी
दिल की लगी दिल को जब लगाई, मार गई
दिल ने की जो प्यार तो, दुहाई मार गई
दिल की बात दुनिया को बताई, मार गई
और दिल की बात दिल में जो छुपाई, मार गई
बाक़ी कुछ बचा...

पहले मुट्ठी विच पैसे लेकर
पहले मुट्ठी में पैसे लेकर, थैला भर शक्कर लाते थे
अब थैले में पैसे जाते हैं, मुट्ठी में शक्कर आती है

हाय महँगाई, महँगाई महँगाई
दुहाई है दुहाई, दुहाई है दुहाई
तू कहाँ से आई, तुझे क्यूँ मौत न आई
हाय महँगाई, महँगाई महँगाई

शक्कर में ये आटे की मिलाई मार गई
पाउडर वाले दूध दी मलाई मार गई
राशन वाले लैन की लम्बाई मार गई
जनता जो चीखी, चिल्लाई मार गई
बाक़ी कुछ बचया महँगाई मार गई

ग़रीब को तो बच्चे की पढ़ाई मार गई
बेटी की शादी और सगाई मार गई
किसी को तो रोटी की कमाई मार गई
कपडे की किसी को सिलाई मार गई
किसी को मकान की बनवाई मार गई
जीवन दे बस तीन निशान
रोटी कपड़ा और मकान
ढूंढ-ढूंढ के हर इंसान
खो बैठा है अपनी जान

जो सच सच बोला, तो सच्चाई मार गई
और बाक़ी कुछ बचा, तो महँगाई मार गई
महँगाई मार गई",Mehngai Maar Gayi,महँगाई मार गई,1974, Roti Kapada Aur Makaan,रोटी कपडा और मकान,लक्ष्मीकांत-प्यारेलाल,वर्मा मलिक,"Mukesh,  Lata ,  Chanchal,  Jani","मुकेश, लता मंगेशकर, नरेंद्र चंचल, जानी बाबू क़व्वाल"
"लहरों की तरह यादें, दिल से टकराती हैं
तूफान उठाती हैं, लहरों की तरह यादें
दिल से टकराती हैं तूफान उठाती हैं
लहरों की तरह...

किस्मत में है घोर अंधेरे
रातें सुलगती, धुंधले सवेरे
लहरों की तरह...

तकते-तकते सूनी राहें
पथरा गयी हैं, अब तो निगाहें
लहरों की तरह...

बरसों से दिल पे बोझ उठाये
ढूँढ रहा हूँ, प्यार के साये
लहरों की तरह...",Lahron Ki Tarah,लहरों की तरह,1983, Nishaan,निशान,राजेश रोशन,गुलशन बावरा,Kishore Kumar,किशोर कुमार
"लोगों से सुना है किताबों में लिखा है
सबने यही कहा है, सबने यही कहा है
प्यार करने वाले कभी डरते नहीं, डरते नहीं
जो डरते हैं वो, प्यार करते नहीं
प्यार करने वाले...

लम्बी दीवारें चुनवा दो, लाख बिठा दो पहरे
रस्ते में बिछा दो, ऊँचे पर्वत सागर गहरे
तूफ़ाँ कब रुकते हैं, बादल जब झुकते हैं
सारे कह उठते हैं, सारे कह उठते हैं
प्यार करने वाले...

प्यार छुपे न खुशबू, ये एलान कहो तो कर दूँ
चुटकी भर सिन्दूर मँगा दे, माँग मैं तेरी भर दूँ
दुनिया क्या कर लेगी, दुनिया से कहेगी
बस कहती ही रहेगी, बस कहती ही रहेगी
प्यार करने वाले...",Pyar Karne Waale,प्यार करने वाले,1983, Hero,हीरो,लक्ष्मीकांत-प्यारेलाल,आनंद बक्षी,"Lata Mangeshkar,  Manhar Udhas","लता मंगेशकर, मनहर उदास"
"ये दिन बचपन के, धूम मचाने के
सबको सताने के, शोर मचाने के
और देखने के टी.वी. पे कार्टून
ये दिन बचपन के...

कभी करें हम मस्ती, कभी लड़ें हम कुश्ती
जैकी चैन जैसी, पायी है हमने चुस्ती
और बड़ा होकर बनना है शक्तिमान
दुश्मन से करनी धा-धा ढिशुम-ढिशुम
बूम बूम शाक...

जिप्पी जिप्पी जिप जिप ज़िप ज़ैप ज़ूम
आओ चलो हल्ला गुल्ला, हल्ला गुल्ला करे

रोको ना हमको, टोको ना हमको
हम मौज मनाएँगे, धमाल मचायेंगे
वेलकम लेट्स एन्जॉय दिस आफ्टरनून
और मस्ती में गायें झूम-झूम

आ गए डिज़नी लैंड
मिकी माउस के हम सब फैन
हो जाये जॉय राइड ज़ूम बैंग
हे कम लेट्स डांस डोनाल्ड डक के संग
और मस्ती में गाये झूम-झूम, वन टू थ्री फोर
ये बचपन के दिन...",Ye Din Bachpan Ke,ये दिन बचपन के,2001, Ehsaas,एहसास,प्रज्वल आनंद,प्रतीक जोसफ,Aditya Narayan,आदित्य नारायण
"तुमसे मिलकर हुआ है
एहसास इक नया-नया
तुम अगर जान लो
तुम भी ये मान लो
हो ना हो ये प्यार है
तुमसे मिलकर हुआ...

जाने क्यों ऐसा लगता है
कल जो कल आने वाला है
वो बहारों का मौसम है
रोशनी है, उजाला है
ऐ हसीं हमसफ़र
थोड़ा-सा सोचकर
तुम कहो क्या ये प्यार है
तुमसे मिलकर हुआ...

मंज़िलें हमने खोयी है
रास्ते फिर से पाये हैं
आज हमने भी पलकों पे
सपनों के घर बनाये हैं
कह रहा आसमां
ऐ मेरे राज़दा
तुम कहो क्या ये प्यार है
तुमसे मिलकर हुआ...",Tumse Milkar Hua Hai,तुमसे मिलकर हुआ है,2001, Ehsaas,एहसास,आनंद राज आनंद,प्रवीण भारद्वाज,"K.K.,  Bela Shende","के.के., बेला शेंडे"
"ये चाँद कोई दीवाना है
कोई आशिक़ बड़ा पुराना है
पीछे किसके ये भागे
सारी रात ये जागे
ये शमा है या परवाना है, दीवाना है
ये चाँद कोई...

मेरे नैन कंवारे कजरारे
मेरी बिंदिया मारे लश्कारे
मेरे सपनों में आये
मुझे गीत सुनाये
पंछी परदेसी बंजारे, हाँ बंजारे

मन मस्त मगन हो जाये ना
रंग रूप रतन खो जाये ना
मन मेरा अकेला
ये पूनम का मेला
मेले में मिलन हो जाये ना, हो जाये ना

मेरे दिल में छुपा है चोर कोई
मेरा दर्द ना जाने और कोई
इसे दिल से निकालूँ
दिल कैसे संभालूँ
मेरे दिल पे नहीं है ज़ोर कोई, हाय ज़ोर कोई

जिस दिन से तुझको देखा है
उस दिन से ये मैंने जाना है
तू मेरे लिए है
मैं तेरे लिए हूँ
ये सच बाकी अफ़साना है, अफ़साना है
ये चाँद कोई दीवाना...",Ye Chand Koi Deewana Hai,ये चाँद कोई दीवाना है,2001, Chhupa Rustam,छुपा रुस्तम,आनंद-मिलिंद,आनंद बक्षी,"Alka Yagnik,  Kumar Sanu","अल्का याग्निक, कुमार सानू"
"बंद मुट्ठी में दिल को छुपाये बैठे हैं
है बहाना के मेहँदी लगाये बैठे हैं
मेहँदी हाँ हाँ मेहँदी...

टूट के डाली से हाथों पे बिखर जाती है
ये तो मेहँदी है, मेहँदी तो रंग लाती है

लोग बागों से इसे तोड़ के ले आते हैं
और पत्थर पे इसे शौक से पिसवाते हैं
फिर भी होंठों से इसके उफ़ तलक ना आती है
ये तो मेहँदी है...

अपने रस रंग से इस दुनिया को सजाना है
काम मेहँदी का तो ग़ैरों के काम आना है
अपनी खुशबू से ये सेहराओं को महकाती है
ये तो मेहँदी है...",Toot Ke Daali Se,टूट के डाली से,2001, Chori Chori Chupke Chupke,चोरी चोरी चुपके चुपके,अनु मलिक,समीर,Jaspinder Narula,जसपिंदर नरूला
"दीवाना है ये मन, क्यूँ पागल है धड़कन
क्यूँ तुझपे मुझे प्यार आया है
ये मौसम क्यों सजे, ये पायल क्यों बजे
ये कैसा ख़ुमार छाया है
कोई बता दे, कोई बता दे, कोई बताये ना
ये मैं जानूँ या तू जाने
इस बात को, कोई क्या जाने
दिल, तेरा-मेरा दिल, झूमे रे झूमे
दिल, तेरा-मेरा दिल, झूमे रे झूमे

मैंने तेरी धड़कनों पे सनम
अपनी वफ़ा की कहानी लिखी
मैंने तेरे नाम जान-ए-जिगर
अपनी हसीं ज़िन्दगानी लिखी
ये काजल क्यूँ हँसे
ये नैना क्यों झुके
ये कैसा निखार मुझपे आया है
कोई बता दे...

ओ मेरे रब्बा तेरा शुक्रिया
जो मैंने माँगा मुझे मिल गया
मेरी मोहब्बत असर कर गई
ख़्वाबों का महका चमन खिल गया
ये बंधन क्यों बंधे
ये रिश्ते क्यों जुड़े
ये मौसम क्या संदेसा लाया है
कोई बता दे...",Deewana Hai Ye Mann,दीवाना है ये मन,2001, Chori Chori Chupke Chupke,चोरी चोरी चुपके चुपके,अनु मलिक,समीर,"Alka Yagnik,  Sonu Nigam","अल्का याग्निक, सोनू निगम"
"रग रग में इस तरह तू समाने लगा
जैसे मुझी को मुझसे चुराने लगा
दिल मेरा ले गया लूट के
चोरी-चोरी चुपके-चुपके...

रग रग में इस तरह तू समाने लगी
जैसे मुझी को मुझसे चुराने लगी
दिल मेरा ले गयी लूट के
चोरी-चोरी चुपके-चुपके...

तूने दिल को धड़कना सिखाया सनम
प्यार क्या है मुझे ये बताया सनम
सारी रस्मों को, कसमों को मैं तोड़ दूँ
तू कहे तो ये दुनिया भी मैं छोड़ दूँ
हो, अब ना जाना कभी रूठ के
चोरी-चोरी चुपके-चुपके...

मैंने सब कुछ तेरे प्यार को दे दिया
तुझपे रब से भी ज़्यादा भरोसा किया
तुझको पलकों में अपनी सजा के रखूँ
तेरे सपनों का मोती छुपा के रखूँ
मैं करुँगी वफ़ा टूट के
चोरी-चोरी चुपके-चुपके...",Rag Rag Mein Is Tarah,रग रग में इस तरह,2001,Chori Chori Chupke Chupke Title Track,चोरी चोरी चुपके चुपके,अनु मलिक,समीर,,"अल्का याग्निक, बाबुल सुप्रियो"
"कभी कुछ पल जीवन के
लगता है के चलते-चलते
कुछ देर ठहर जाते हैं
कभी कुछ पल...

हर दिन की हलचल से आज मिली ख़ामोशी
छलकी है तन-मन में प्यार भरी मदहोशी
बदले-बदले मौसम के मुझे रंग नज़र आते हैं
कभी कुछ पल...

ये घड़ियाँ फ़ुरसत की रोज़ कहाँ मिलती हैं
अब ख़ुशियाँ हाथ मेरा थामे हुए चलती हैं
मेरे साथ गगन ये धरती, मेरा गीत मधुर गाते हैं
कभी कुछ पल...

कितना भला लगता है, सूरज का ये ढलना
दुनिया से दूर छुप के यहाँ, तेरा-मेरा यूँ मिलना
कभी-कभी दीवानेपन की, हम हद से गुज़र जाते हैं
कभी कुछ पल...",Kabhi Kuch Pal,कभी कुछ पल,1983, Rang Birangi,रंग बिरंगी,आर.डी.बर्मन,योगेश,"Anuradha Paudwal,  Aarti Mukherji","अनुराधा पौडवाल, आरती मुखर्जी"
"ओ ज़ालिमा, चला कहाँ
बेरुखी का वक्त ये नहीं है, मेरी जाँ
ओ ज़ालिमा चला कहाँ...

हाय रे ये हुस्न, ये उभार, ये जवानी
दिल है खून खून, और जिगर है पानी पानी
कर के खून पानी, अरे क्या मिलेगा जानी
आ पलट के आ यहीं है, प्यार का समां
ओ ज़ालिमा चला कहाँ...

नाज़ का, अदा का, यूँ ना मार यार फंदा
इस तरह न चल के, चाल भूल जाये बंदा
हाय हाय हाय अरे दिल कुचल न जाये
इक ज़रा संभल के निकली निकली मेरी जाँ
ओ ज़ालिमा चला कहाँ...

क्या करूँ बुज़ुर्ग कह गए हैं बात ऐसी
दिल लगा गधी से तो परी की बात कैसी
कोई तुझको परखे, अरे इस मेरी नज़र से
तु मुझे पसंद है तो जलता है जहां
ओ ज़ालिमा चला कहाँ...",O Zalima Chala Kahan,ओ ज़ालिमा चला कहाँ,1958, Zimbo,जिम्बो,चित्रगुप्त,मजरूह सुल्तानपुरी,Md.Rafi,मोहम्मद रफ़ी
"देखने वालों ने क्या-क्या नहीं देखा होगा
मेरा दावा है के तुझसा नहीं देखा होगा
जिस तरह मैंने तेरी राह तकी है बरसों
यूँ किसी ने तेरा रस्ता नहीं देखा होगा
देखने वालों ने...

दिन हो चाहे रात हो, हम दोनों का साथ हो
होंठों पे मेरे सनम, बस तेरी ही बात हो
बस तुझे प्यार दूँ, बस तेरा नाम लूँ
बहके जो कभी, तुझको थाम लूँ
इस तरह से तुझे पलकों में छुपा लूँगा मैं
मेरी आँखों में सिर्फ तेरा ही चेहरा होगा
देखने वालों ने...

छाई है क्या बेख़ुदी, ये दिल भी बेताब है
खुशबू बिखरे फूल से, बस इतना-सा ख़्वाब है
जब तक छाँव हो, जब तक धूप हो
ऐसा ही खिला, तेरा ये रूप हो
जिस तरह मैंने दुआओं में तुझे माँगा है
ऐसे रब से ना किसी ने तुझे माँगा होगा
देखने वालों ने...",Dekhne Waalon Ne,देखने वालों ने,2001, Chori Chori Chupke Chupke,चोरी चोरी चुपके चुपके,अनु मलिक,समीर,"Alka Yagnik,  Udit Narayan","अल्का याग्निक, उदित नारायण"
"आँख मिलाने के लिये, दिल है लगाने के लिये
ये जहां मेहरबां, मौज मनाने के लिये
आँख मिलाने के लिये...

चाँदनी जब तलक, है जवां झूम ले
डाली डाली घूम ले, मुँह कलियों का चूम ले
देख बहारों का समा, नहीं गँवाने के लिये
ये जहां मेहरबां...

ज़िन्दगी, क्या खबर, आज है कल न हो
प्यार की ये महफिल न हो, दिल में ये हलचल न हो
कोई मिले या न मिले, नाज़ उठाने के लिये
ये जहां मेहरबां...

दो घड़ी प्यार कर, मुस्कुरा गाये जा
काँटों को ठुकराये जा, फूलों को अपनाए जा
एक बहाना ढूँढ़ ले, रंग जमाने के लिये
ये जहां मेहरबां...",Aankh Milane Ke Liye,आँख मिलाने के लिये,1958, Chandan,चंदन,मदन मोहन,राजेन्द्र कृष्ण,Geeta Dutt,गीता दत्त
"ये खुले खुले से गेसू
ये उड़ी उड़ी सी रंगत
मेरी सुबह कह रही है
मेरी रात का फसाना

लोग कहे मेरे नैन बावरे
इन पागल नैनों में एक दिन
बसते थे पिया सँवारे, हाय राम
लोग कहे मेरे नैन बावरे...

वो भी क्या दिन थे जब सावन
प्रीतम के संग आता था
जीवन का एक-एक सवेरा
एक नया रंग लाता था
नज़र लगी बैरन दुनिया की
भोर गयी और हुई शाम रे
लोग कहे मेरे नैन बावरे...

कब देख सकी दुनिया, हाय प्यार किसी का
बिछड़े न कभी मिलकर, दिलदार किसी का
दिवाना ज़माना क्यों, हँसता है मोहब्बत पर
ऐ काश कि ये होता, बीमार किसी का
कब देख सकी दुनिया, हाय प्यार किसी का
लोग कहे मेरे नैन बावरे...",Log Kahe Mere Nain Baawre,लोग कहे मेरे नैन बावरे,1958, Chandan,चंदन,मदन मोहन,राजेन्द्र कृष्ण,Lata Mangeshkar,लता मंगेशकर
"चँदा मामा मेरे द्वार आना
आना रे, आना रे, आना रे
ले के किरणों के हार आना
आना रे, आना रे, आना रे
चँदा मामा मेरे द्वार...

तुम गगन के हो प्यारे
मामाजी, मामाजी, मामाजी
हम धरती के हैं तारे
मामाजी, मामाजी, मामाजी
आओ चँदा तारा खेलें हम, आओ
आओ खेल एक न्यारा खेलें हम, आओ
आना आना आना चँदा मामा मेरे द्वार...

एलो बच्चों आन मिले हम, धूप में जैसे मिलती है शबनम
तुम हो हमारे हम हैं तुम्हारे, कैसे न मिलते चाँद सितारें
माफ़ हमें मामाजी करना, तुमको पड़ा है नीचे उतरना
अरि मेरे प्यारे प्यारे बच्चों, ये तुमने क्या पूछा
जो तुमसे झुककर मिलता है, वो है सबसे ऊँचा
तुमसे है मिट्टी का आँगन, तारों की फुलवारी
तुम हो तो लगती है धरती, अम्बर से भी प्यारी
हमको इतने प्यार से तुम हो, अपने पास बुलाते
बोलों नन्हें मुन्ने बच्चों, हम कैसे ना आते
आहा फूल सी खिल गयी जी
आहा जी, आहा जी, आहा जी
बिछड़ी हुई मिल गयी जी
आहा जी, आहा जी, आहा जी, मामाजी
कोई गीत अनोखा गाना जी
हम सबसे मिले है मामाजी
आना आना आना चँदा मामा मेरे द्वार...

मामाजी एक बात बताना, सच-सच कहना कुछ न छुपाना
हम तो तुम्हें थे रोज़ बुलाते, रोज़ तुम्हारे गीत थे गाते
और कभी तो तुम न आये, आज तुम्हें हम कैसे भाये
अच्छा अच्छा बतलाता हूँ, बिल्कुल सच्ची सच्ची
ठहरो पीछे बतलाता हूँ, पहले दो एक पप्पी
ये तो सुना होगा तुमने भी, मेरे भोले भाले
मुझ पर डोरे डाल रहे हैं, कब से दुनिया वाले
मुझको उनसे बैर नहीं है, शौक से आएँ जाएँ
उनसे कहना जंग और नफरत, अपने साथ न लाये
क्रोध का पद चतुराई, आने वालों से ले लेना
थोड़ा थोड़ा उनको, अपना भोलापन दे देना

मामाजी नज़दीक तो आओ, ये बुढ़िया है कौन बताओ
टुक टुक हमको ताक रही है, बैठी चरखा कात रही है
ना ना यूँ ताना मत मारो, ये तो मेरी माँ है प्यारों
मेरी माँ भी मामा प्यारे, रहती है अब देश तुम्हारे
उससे तुम एक बार मिला दो, उसको मेरे पास बुला दो
हाँ हाँ मुन्नी दूर नहीं अब, तुझसे तेरी माता
तुझ पर तो उसकी ममता का, साया है लहराता
एक तू ही क्या मुझको भी, अब होगी ना मजबूरी
बच्चा माता मामा सबकी, मिट जायेगी दूरी
समय बदलने की है देरी, फिर हम मिल जायेंगे
अच्छा बच्चों देर हुई, जाते है फिर आयेंगे
आना आना आना चँदा मामा मेरे द्वार...",Chanda Mama Mere Dwaar,चँदा मामा मेरे द्वार,1958, Lajwanti,लाजवन्ती,एस.डी.बर्मन,मजरूह सुल्तानपुरी,"Asha Bhosle,  Manna Dey","आशा भोंसले, मन्ना डे"
"ऐ दिलबर आजा, आजा
ऐ दिलबर आजा
हाथ से मेरे ले ले जाम
बहके अगर मैं लूँगी थाम
पी ले ओ रंगीले, मस्ती में जी ले
गम को भुलाए जा
हाथ से मेरे ले ले जाम...

सामने तेरे मैं हूँ खड़ी
इक मीठी उलझन में पड़ी
है प्यास बहुत और उम्र है कम
ला हाथ सनम तुझे मेरी कसम
हाथ से मेरे ले ले जाम...

घोल दी मैंने अपनी अदा
बन गयी ये हर गम की दवा
आँचल की लचक, ज़ुल्फों की महक
होठों की हँसी, प्याले में बसी
हाथ से मेरे ले ले जाम...",Haath Se Mere Le Le Jaam,हाथ से मेरे ले ले जाम,1958, Samrat Chandragupt,सम्राट चन्द्रगुप्त,कल्याणजी वीरजी शाह,हसरत जयपुरी,Lata Mangeshkar,लता मंगेशकर
"ये समां है मेरा दिल जवां
प्यार भरा है देखो ये जहां
मैं घटा हूँ तू है आसमाँ
झूम-झ्होम के आयी बहार
ये समां है मेरा दिल जवां...

बादल से बरसे नशा, छाने लेगी बेखुदी
जाने हमें किस जगह, ले के चली ज़िन्दगी
चलते चलें हम कोई नहीं गम
मौज करें हम मतवाली
ये समां है मेरा दिल जवां...

पानी पे किरणें नही, रूप की ये आग है
लहरों के संगीत में, चाहत का एक राग है
मैं भी यहाँ हूँ, तुम भी यहाँ हो
झूम के अब तो लहरा ले
ये समां है मेरा दिल जवां...",Ye Sama Hai Mera Dil,ये समां है मेरा दिल,1958, Samrat Chandragupt,सम्राट चन्द्रगुप्त,कल्याणजी वीरजी शाह,हसरत जयपुरी,"Lata Mangeshkar,  Manna Dey","लता मंगेशकर, मन्ना डे"
"मुझे देख चाँद शरमाये
घटा थम जाये
मैं निकलूँ तो कहे हाय
ज़माना कहे हाय
मुझे देख चाँद शरमाये...

दुनिया मेरे नाज़ उठाये
झुक झुक जाये, मेरे पीछे-पीछे आये
मेरा दिल लुभाने को
कोई गाये, कोई मुस्कुराये
मुझे देख चाँद शरमाये...

छलियों की गलियों से घबराऊँ
रुक-रुक जाऊँ मैं तो, छुप छुप जाऊँ
मेरा मीत कहाँ है
वो जो आये, आ के नहीं जाये
मुझे देख चाँद शरमाये...",Mujhe Dekh Chand Sharmaye,मुझे देख चाँद शरमाये,1958, Samrat Chandragupt,सम्राट चन्द्रगुप्त,कल्याणजी वीरजी शाह,इन्दीवर,Lata Mangeshkar,लता मंगेशकर
"कोई परदेसी आया परदेस में
देस बनाया परदेस में
कोई परदेसी आया...

सारी ज़मीं से, सारे आसमाँ से
प्यार बड़ा है दोनों जहां से
सारे संदेसे इक संदेस में
कोई परदेसी आया...

हम सब मुसाफ़िर दुनिया सफ़र है
इस रस्ते में किसको खबर है
कौन कहाँ मिल जाए किस भेस में
कोई परदेसी आया...

अपना है यारों ये सारा ज़माना
बेगानों को भी न ठुकराना
दर्द हज़ारों दिल की इक ठेस में
कोई परदेसी आया...",Koi Pardesi Aaya,कोई परदेसी आया,1984, Hum Hain Lajwaab,हम हैं लाजवाब,आर.डी.बर्मन,आनंद बक्षी,Anwar Hussain,अनवर हुसैन
"छोटा सा भैया हमारा
बहना के दिल का दुलारा
सूरज ने देखा चन्दा ने देखा
सबको लगे कितना प्यारा
छोटा सा भैया हमारा...

तू ही तो है मेरी दुनिया, कैसे ये छूटेगी
भाई बहन के मिलन की, डोरी न टूटेगी
जग में कहीं रहे तू, दूँगी मैं तुझको सहारा
छोटा सा भैया हमारा...

होगा बड़ा जिस दिन तू, लेकर दुआ मेरी
प्यार से चर्चा करेगा, सारा ज़माना तेरी
कदमों के नीचे होगा, दुनिया का दूजा किनारा
छोटा सा भैया हमारा...",Chhota Sa Bhaiya,छोटा सा भैया,1983, Rishta Kagaz Ka,रिश्ता कागज़ का,राजेश रोशन,मजरूह सुल्तानपुरी,Lata Mangeshkar,लता मंगेशकर
"जीवन बना जीवन, मिल गया तेरा दामन
आ के मुझे ऐसे मिला तू, पतझड़ को
जैसे सावन, जैसे सावन
सहरा हुआ गुलशन, खिल गया मेरा तन मन
मिलने से तेरे डूबते दिल को, मिल गई है
नई धड़कन, नई धड़कन
जीवन बना जीवन...

तेरे बिना सूना सूना आँगन था
तेरे बिन तन्हा तन्हा जीवन था
देखते ही तुझे, मिला खुद का पता
दिल में जीने की जागी लगन
सहरा हुआ गुलशन...

तू है पारस तुझको, पा के खो गई मैं
तूने छुआ कंचन कंचन हो गई मैं
रूप की तू सुधा, मन का प्याला भरा
फिर भी भरते नहीं हैं नयन
जीवन बना जीवन...",Jeevan Bana Jeevan,जीवन बना जीवन,1983, Jaani Dost,जानी दोस्त,बप्पी लाहिड़ी,इंदीवर,"Asha Bhosle,  Kishore Kumar","आशा भोंसले, किशोर कुमार"
"ढूँढ़े जशोदा चहूँ ओर, छुप गये नंद किशोर
मैया बोले आ रे, अब न सता रे चितचोर
कन्हैया ढूँढ़े जशोदा...

बोली गुजरिया बात कहूँ मैं, क्या उस नटखट की
भागा किसी की ले के गगरिया, तोड़ी किसी की मटकी
वो ना माना मैं तो, कितना मचाती रही शोर
कन्हैया ढूँढ़े जशोदा...

जब मन आए बंसी बजाए, देखे ना वो दिन-रैन
मोह में बांधे वो निर्मोही, लूटे जिया का चैन
हम क्या, सारे हारे, उसपे चले ना कोई ज़ोर
कन्हैया ढूँढ़े जशोदा...

कान्हाँ कहत है, सगरा बिरज ये, मेरा हुआ बैरी
तू भी मुझपर दोष लगाए, कैसी तू माँ है मेरी
मुझको अब तो तू भी, कहती है माखन चोर
कन्हैया ढूँढ़े जशोदा...",Dhoondhe Jashoda,ढूंढें जशोदा,1983, Kissi Se Na Kehna,किसी से न कहना,बप्पी लाहिड़ी,योगेश,Asha Bhosle,आशा भोंसले
"चूम कर रात सुलाएगी, तो नींद आएगी
ख़्वाब बन कर कोई आएगा, तो नींद आएगी
अब वही आ के सुलाएगा, तो नींद आएगी
ख़्वाब बन कर...

बात जो सिर्फ़ निगाहों से कही जाती है
कोई होंठों से सुनाएगा, तो नींद आएगी
ख़्वाब बन कर....

नर्म ज़ुल्फ़ों की महक, गर्म बदन की खुशबू
चुपके चुपके वो चुराएगा, तो नींद आएगी
ख़्वाब बन कर....

जिस्म हाथों की हरारत से पिघल जाएगा
आग रग-रग में लगाएगा, तो नींद आएगी
ख़्वाब बन कर...

कोई तड़पाएगा, हर आन तो चैन आएगा
कोई हर रात सताएगा, तो नींद आएगी
ख़्वाब बन कर...",Khwaab Ban Kar Koi,ख्वाब बन कर कोई,1983, Razia Sultan,रज़िया सुल्तान,खय्याम,जाँ निसार अख्तर,Lata Mangeshkar,लता मंगेशकर
