Song,Film,Year,Music Director,Lyricist,Singers
http://giitaayan.com/viewisbsong.asp?id=11757,Hum Dil De Chuke Sanam,1999,Ismail Darbar,Mehboob,"Sultan Khan, Shankar Mahadevan..."
http://giitaayan.com/viewisbsong.asp?id=3029,(Non-Film),1940,,Traditional,Bijon Ghosh Dastidar
http://giitaayan.com/viewisbsong.asp?id=rmim0507,Dost,1944,Sajjad Hussain,Shams Lakhnavi,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=13358,One Two ka Four,2001,A R Rahman,Majrooh,"Sukhvindar Singh, Shaan"
http://giitaayan.com/viewisbsong.asp?id=13026,Mere Huzoor,1968,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=13379,Omar Khaiyyam,1946,Lal Mohammed,Dr Safdar 'Aah',Saigal
http://giitaayan.com/viewisbsong.asp?id=14617,Yeh Dil Aashiqana,2002,Nadeem-Shravan,Sameer,"Saabari brothers, Sonu Nigam, ..."
http://giitaayan.com/viewisbsong.asp?id=3270,Maan,1954,Anil Biswas,Kaif Bhopali,Lata
http://giitaayan.com/viewisbsong.asp?id=13559,Pavitra Paapi,1970,Prem Dhawan,Prem Dhawan,Rafi
http://giitaayan.com/viewisbsong.asp?id=2524,Pati Patni,1966,R D Burman,Anand Bakshi,Manna Dey
http://giitaayan.com/viewisbsong.asp?id=202,Guide,1965,S D Burman,Shailendra,S D Burman
http://giitaayan.com/viewisbsong.asp?id=203,Hum Dono,1961,Jaidev,Sahir,"Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=12118,Jaanbaaz,1986,Kalyanji-Anandji,Farooq Kaisar,"Mahesh Gadwi, Raju"
http://giitaayan.com/viewisbsong.asp?id=10377,Alibaba And Forty Theives,1966,Usha Khanna,Asad Bhopali,Rafi
http://giitaayan.com/viewisbsong.asp?id=10308,Aman,1967,Shankar-Jaikishan,Hasrat,Rafi
http://giitaayan.com/viewisbsong.asp?id=204,Kaadambari,1975,Vilayat Ali Khan,Amrita Pritam,Asha
http://giitaayan.com/viewisbsong.asp?id=rmim0215,Sabak,1950,A R Qureshi,D N Madhok,"Surinder Kaur, Asha, Premlata,..."
http://giitaayan.com/viewisbsong.asp?id=3271,Dahej,1950,Vasant Desai,Shums Lucknowi,Jayshree
http://giitaayan.com/viewisbsong.asp?id=14576,Vidyapati,1937,R C Boral,Kedar Sharma,"Kanan Devi, Dhumi Khan"
http://giitaayan.com/viewisbsong.asp?id=14767,Pagdandi,1947,Khurshid Anwar,D N Madhok,Zeenat Begum?
http://giitaayan.com/viewisbsong.asp?id=rmim0502,Moorti,1945,Bulo C Rani,Pt Indra,Khursheed
http://giitaayan.com/viewisbsong.asp?id=10221,Aadmi Sadak Ka,1977,Ravi,Verma Malik,"Rafi/ Rafi, Ravi, Deven Verma"
http://giitaayan.com/viewisbsong.asp?id=15201,Rani Rupmati,1959,S N Tripathi,Bharat Vyas,"Lata, Rafi"
http://giitaayan.com/viewisbsong.asp?id=14009,Stuntman,1994,Nadeem-Shravan,Sameer,Bali Brahmbhat
http://giitaayan.com/viewisbsong.asp?id=10787,Chori Chori,2002,Sajid-Wajid,Ameer Khusro,"Afroz Bano, Farida Khan"
http://giitaayan.com/viewisbsong.asp?id=3272,Sansaar,1951,M D Parthsarthi,Pt Indra,"Lata, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14799,Bahut Din Huye,1954,B S Kalla,Pt Indra,"Lata, Female?/ Lata"
http://giitaayan.com/viewisbsong.asp?id=10318,Amar Akbar Anthony,1977,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Mahendra Kapoor, Shai..."
http://giitaayan.com/viewisbsong.asp?id=20703,Ganga Meri Maa,1982,R D Burman,Gulshan Bawra,Asha
http://giitaayan.com/viewisbsong.asp?id=12787,Mujhse Dosti Karoge,2002,Rahul Sharma,Anand Bakshi,"Lata, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=14282,Shehanshaah,1988,Amar-Utpal,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=3025,Zindagi Yaa Toofaan,1958,Nashad,Nakshab,"Shamshad, Asha"
http://giitaayan.com/viewisbsong.asp?id=11899,Hum Sab Chor Hain,1956,O P Nayyar,Majrooh,Asha
http://giitaayan.com/viewisbsong.asp?id=14577,Vidyapati,1937,R C Boral,Kedar Sharma,K C Dey
http://giitaayan.com/viewisbsong.asp?id=2028,Aazaad,1955,C Ramchandra,Rajinder Krishan,"Lata, Usha"
http://giitaayan.com/viewisbsong.asp?id=rmim0178,Mumtaaz Mahal,1957,Vinod,Hasrat,"Talat, Sudha Malhotra"
http://giitaayan.com/viewisbsong.asp?id=10402,Anokhaa,1975,Kalyanji-Anandji,Indeevar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=205,Kaafir,1960,Khayyam,Sahir,Asha
http://giitaayan.com/viewisbsong.asp?id=2029,(Non-Film),1966,C K Chauhan,Farouq Qaiser,Jagjit Singh
http://giitaayan.com/viewisbsong.asp?id=10691,Bhaai Bhaai,1956,Madan Mohan,Rajinder Krishan,Rafi
http://giitaayan.com/viewisbsong.asp?id=13338,Natak,1947,Naushad,Khumar Barabankwi,Suraiya
http://giitaayan.com/viewisbsong.asp?id=13243,Nayaa Andaaz,1956,O P Nayyar,Jaan Nisar Akhtar,Kishore
http://giitaayan.com/viewisbsong.asp?id=206,Shankar Hussain,1977,Khayyam,Kaif Bhopali,Lata
http://giitaayan.com/viewisbsong.asp?id=14814,Bandhan,1940,Saraswati Devi,Pradeep,"Leela Chitnis, Suresh"
http://giitaayan.com/viewisbsong.asp?id=11898,Hawas,1974,Usha Khanna,Saawan Kumar,Asha
http://giitaayan.com/viewisbsong.asp?id=2525,Betaab,1983,R D Burman,Anand Bakshi,"Shabbir Kumar, Lata"
http://giitaayan.com/viewisbsong.asp?id=207,Gambler,1971,S D Burman,Neeraj,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=12716,Lafange,1975,Laxmikant-Pyarelal,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=20772,Marine Drive,1955,N Dutta,Sahir,Lata
http://giitaayan.com/viewisbsong.asp?id=13004,Mehndi,1958,Ravi,Khumar Barabankwi,Lata
http://giitaayan.com/viewisbsong.asp?id=208,Baadal,1966,Usha Khanna,Javed Anwar,Manna Dey
http://giitaayan.com/viewisbsong.asp?id=rmim0183,Yahoodi Ki Ladki,1933,Pankaj Mullick,,Ratanbai
http://giitaayan.com/viewisbsong.asp?id=3274,Bhaijan,1945,Shyam Sundar,Padatau Lakhanavii,Noorjehan/ Zeenat Begum
http://giitaayan.com/viewisbsong.asp?id=2526,Barsaat Ki Ek Raat,1981,R D Burman,Anand Bakshi,"Lata, Kishore"
http://giitaayan.com/viewisbsong.asp?id=14590,Waah Tera Kya Kehna,2002,Jatin-Lalit,Sameer,"Roop Kumar Rathod, Kavita Subr..."
http://giitaayan.com/viewisbsong.asp?id=209,Thokar,1974,Shamji Ghanshamji,Saajan Dehlavi,Rafi
http://giitaayan.com/viewisbsong.asp?id=210,Leader,1964,Naushad,Shakeel,Rafi
http://giitaayan.com/viewisbsong.asp?id=13701,Qaatil,1988,Laxmikant-Pyarelal,Sameer,"Alka Yagnik, Mohammed Aziz"
http://giitaayan.com/viewisbsong.asp?id=3276,Wafa,1950,Bulo C Rani,Aziz Kashmiri,Lata
http://giitaayan.com/viewisbsong.asp?id=12998,Maayaa Baazaar,1958,Chitragupt,Indeevar,Rafi
http://giitaayan.com/viewisbsong.asp?id=13651,Paap,2003,Annu Malik,Sayeed Quadri,"Anuradha Paudwal, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=15266,Dillagee (Non-Film),1993,Rafique Husain,Farhat Shahzad/ Khalid Shareef,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=211,Parchhaain,1952,C Ramchandra,Noor Lucknowi,"Lata, Talat"
http://giitaayan.com/viewisbsong.asp?id=14539,Vaastav/ The Reality,1999,Rahul Ranade,Gautam Joglekar,"Shankar Mahadevan, Chorus"
http://giitaayan.com/viewisbsong.asp?id=2771,Subah Kaa Taaraa,1954,C Ramchandra,Noor Lucknowi,Talat
http://giitaayan.com/viewisbsong.asp?id=2772,Hum Log,1951,Roshan,Udhav Kumar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=12226,Jeewan Rekhaa,1974,J Jagdish,Dev Kohli,Mukesh
http://giitaayan.com/viewisbsong.asp?id=11265,Dharam-Veer,1977,Laxmikant-Pyarelal,Anand Bakshi,Rafi
http://giitaayan.com/viewisbsong.asp?id=rmim0532,Sabz Baagh,1951,Vinod,Aziz Kashmiri,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=15267,Enchanting Hour (Non-Film),1984,,Shehzad Ahmed,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=13444,Pyaar Koi Khel Nahin,1999,Jatin-Lalit,Majrooh,"Asha, Chorus"
http://giitaayan.com/viewisbsong.asp?id=2527,Kala Bazar,1960,S D Burman,Shailendra,Rafi
http://giitaayan.com/viewisbsong.asp?id=14155,Sasural,1961,Shankar-Jaikishan,Hasrat,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=13434,Pyaar Ishq Aur Mohabbat,2001,Viju Shah,Anand Bakshi,Shaan
http://giitaayan.com/viewisbsong.asp?id=12238,Judaai,1980,Laxmikant-Pyarelal,Anand Bakshi,Rafi
http://giitaayan.com/viewisbsong.asp?id=21275,Mere Jeevan Saathi,1972,R D Burman,Majrooh,Kishore
http://giitaayan.com/viewisbsong.asp?id=3278,Paraye Bas Men,1946,Vinod,,Zeenat Begum
http://giitaayan.com/viewisbsong.asp?id=12030,Josh,2001,Annu Malik,Nitin Raikwar,"Hema Sardesai, Shahrukh Khan"
http://giitaayan.com/viewisbsong.asp?id=rmim0428,Wafa,1950,Bulo C Rani,Hasrat,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=212,Jaan Pahechan,1950,Khemchand Prakash,Shakeel,"Talat, Geeta"
http://giitaayan.com/viewisbsong.asp?id=rmim0598,Shirin Farhaad,1945,Rashid Attre,Dinanath Madhok,Shamshad Begum
http://giitaayan.com/viewisbsong.asp?id=2773,Ardh Satya,1983,Ajit Varman,Dilip Chitre,
http://giitaayan.com/viewisbsong.asp?id=12591,Kabeelaa,1976,Kalyanji-Anandji,Farooq Kaisar,Kishore
http://giitaayan.com/viewisbsong.asp?id=12129,Jaadugar,1989,Kalyanji-Anandji,Prakash Mehra,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=15222,Dhool Ka Phool,1959,N Dutta,Sahir,"Mahendra Kapoor, Sudha Malhotr..."
http://giitaayan.com/viewisbsong.asp?id=11949,Insaaf/ The Final Justice,1997,Anand-Milind,Sameer,"Akshay Kumar, Shilpa Shetty, R..."
http://giitaayan.com/viewisbsong.asp?id=15186,Shin Shinaaki Booblaa Boo,1952,C Ramchandra,P L Santoshi,"Lata, Kishore, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12017,Jis Desh Mein Gangaa Rehtaa Hai,2000,Anand Raj Anand,"Dev Kohli, Pravin Bhardwaj",Atul Kale
http://giitaayan.com/viewisbsong.asp?id=2774,Nai Dilli / New Delhi,1956,Shankar-Jaikishan,Shailendra,Kishore
http://giitaayan.com/viewisbsong.asp?id=14206,Shrimanji,1968,O P Nayyar,Ajiz Kashmiri,"Kishore, Mahendra Kapoor"
http://giitaayan.com/viewisbsong.asp?id=14984,Sargam,1950,C Ramchandra,P L Santoshi,"Lata, Chitalkar"
http://giitaayan.com/viewisbsong.asp?id=214,Kaagaz Ke Phool,1959,S D Burman,Kaifi Azmi,Rafi
http://giitaayan.com/viewisbsong.asp?id=13002,Meena Bazar,1950,Husnlal-Bhagatram,Qamar Jalalabadi,Rafi
http://giitaayan.com/viewisbsong.asp?id=11328,Don,1978,Kalyanji-Anandji,Anjaan,Kishore
http://giitaayan.com/viewisbsong.asp?id=14562,Vishwaatmaa,1992,Viju Shah,Anand Bakshi,"Udit Narayan, Sapana Mukherji,..."
http://giitaayan.com/viewisbsong.asp?id=14563,Vote For Ghaghra (Non-Film),1996,Ila Arun,Ila Arun,Ila Arun
http://giitaayan.com/viewisbsong.asp?id=13642,Parwana,2003,Sanjeev-Darshan,Sameer,Vinod Rathod
http://giitaayan.com/viewisbsong.asp?id=10813,Champion,2000,Vishal-Shekhar,Nitin Raikwar,"Udit Narayan, Poornima"
http://giitaayan.com/viewisbsong.asp?id=10932,Chamkee,1952,Manna Dey,Pradeep,Mukesh
http://giitaayan.com/viewisbsong.asp?id=10293,Adaalat,1976,Kalyanji-Anandji,Gulshan Bawra,"Mukesh, Amitabh"
http://giitaayan.com/viewisbsong.asp?id=13065,Mr. Natwarlaal,1979,Rajesh Roshan,Anand Bakshi,"Rafi, Usha/ Chorus"
http://giitaayan.com/viewisbsong.asp?id=12612,Kaise Kahoon Ke... Pyaar Hai,2003,Viju Shah,Sameer,"Udit Narayan, Vaishali Samant"
http://giitaayan.com/viewisbsong.asp?id=215,Caravan,1971,R D Burman,Majrooh,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=13987,Saahibaan,1993,Shiv-Hari,Anand Bakshi,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=11927,International Khilaadi,1999,Aadesh Srivastava,Dev Kohli,"Abhijit, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12920,Mr. India,1987,Laxmikant-Pyarelal,Javed Akhtar,"Kishore, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=12923,Mr. India,1987,Laxmikant-Pyarelal,Javed Akhtar,"Anuradha Paudwal, Shabbir Kuma..."
http://giitaayan.com/viewisbsong.asp?id=12657,Love You Hamesha,2001,A R Rahman,Anand Bakshi,"Udit Narayan, Kavita Paudwal, ..."
http://giitaayan.com/viewisbsong.asp?id=10391,Aurat Ka Pyaar,1933,Mushtaq Ahmed,Aga H Kashmiri,Mukhtar Begum
http://giitaayan.com/viewisbsong.asp?id=216,Aar Paar,1954,O P Nayyar,Majrooh,"Rafi, Geeta"
http://giitaayan.com/viewisbsong.asp?id=13504,Prateekshaa,1992,Rajesh Roshan,Indeevar,"Kumar Sanu, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14231,Suhaagraat,1968,Kalyanji-Anandji,Indeevar,Kishore
http://giitaayan.com/viewisbsong.asp?id=10826,Chhupa Rustam,2001,Anand-Milind,Anand Bakshi,"Alka Yagnik, Chorus"
http://giitaayan.com/viewisbsong.asp?id=rmim0113,Gaman,1978,Jaidev,Traditional?,Hiradevi Mishra
http://giitaayan.com/viewisbsong.asp?id=13293,Neeyat,1980,Kalyanji-Anandji,Indeevar,Kishore
http://giitaayan.com/viewisbsong.asp?id=14514,Umang,1970,Shankar-Jaikishan,Hasrat,Kishore
http://giitaayan.com/viewisbsong.asp?id=217,Kahaani Qismat Ki,1973,Kalyanji-Anandji,Rajinder Krishan,"Kishore, Rekha"
http://giitaayan.com/viewisbsong.asp?id=11107,Dil To Paagal Hai,1997,Uttam Singh,Anand Bakshi,"Lata, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=14073,Sautan,1983,Usha Khanna,Saawan Kumar,Kishore
http://giitaayan.com/viewisbsong.asp?id=218,Do Aur Do Paanch,1980,Rajesh Roshan,Anjaan,Kishore
http://giitaayan.com/viewisbsong.asp?id=219,Teen Deviyan,1965,S D Burman,Majrooh,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=13702,Qaatilon Ke Qaatil,1981,Kalyanji-Anandji,Rajinder Krishan,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=3030,Naagin,1954,Hemant Kumar,Rajinder Krishan,"Hemant, Lata"
http://giitaayan.com/viewisbsong.asp?id=10612,Bachpan,1970,Laxmikant-Pyarelal,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=11250,Desh Premi,1982,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=2030,Jab Yaad Kisi Ki Aati Hai,1967,Madan Mohan,Raja Mehdi Ali Khan,Mahendra Kapoor
http://giitaayan.com/viewisbsong.asp?id=12432,Kurukshetra,2000,Himesh Reshammiya,Sudhakar Sharma,"Ravindra Sathe, Chorus"
http://giitaayan.com/viewisbsong.asp?id=220,Aawaaz,1956,Salil Chowdhury,Zia Sarhadi,Kishore
http://giitaayan.com/viewisbsong.asp?id=21144,Adhikar,1971,R D Burman,Ramesh Pant,Manna Dey and Chorus
http://giitaayan.com/viewisbsong.asp?id=12267,Jhankaar Beats,2003,Vishal-Shekhar,Vishal Dadlani,Udit Narayan
http://giitaayan.com/viewisbsong.asp?id=10031,Awara Paagal Deewana,2002,Annu Malik,Sameer,"Adnan Sami, Sunidhi Chauhan"
http://giitaayan.com/viewisbsong.asp?id=12672,Love Ke Liye Kuch Bhi Karega,2001,Vishal,Abbas Tyrewala,"Sonu Nigam, Chorus"
http://giitaayan.com/viewisbsong.asp?id=13112,Mirzaa Ghaalib,1954,Ghulam Mohammad,Mirza Ghalib,Suraiya
http://giitaayan.com/viewisbsong.asp?id=20666,Teerandaaz,1955,C Ramchandra,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=21148,Bas Ek Pal,2006,Vivek Philip,Amitabh Varma,"Sunidhi Chauhan, KK"
http://giitaayan.com/viewisbsong.asp?id=2528,Chandi Ki Deewar,1964,N Dutta,Sahir,Talat
http://giitaayan.com/viewisbsong.asp?id=3031,Bairam Khan,1946,Ghulam Haider,Wali Saheb,Shamshad
http://giitaayan.com/viewisbsong.asp?id=11244,Dekh Kabiraa Royaa,1957,Madan Mohan,Rajinder Krishan,Asha
http://giitaayan.com/viewisbsong.asp?id=15036,Do Roti,1957,Roshan,Khumar Barabankawi,Lata
http://giitaayan.com/viewisbsong.asp?id=14057,Sultanat,1986,Kalyanji-Anandji,Anjaan/ Hasan Kamaal,
http://giitaayan.com/viewisbsong.asp?id=11090,Dil Kyaa Kare,1999,Jatin-Lalit,Anand Bakshi,"Abhijit, Kavita Subramaniam, K..."
http://giitaayan.com/viewisbsong.asp?id=14794,Baarood,1960,Khayyam,Hasrat,"Lata, Honey Irani"
http://giitaayan.com/viewisbsong.asp?id=14230,Suhaag,1979,Laxmikant-Pyarelal,Anand Bakshi,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=2529,Raagrang,1952,Roshan,Kaif Irfani,Talat
http://giitaayan.com/viewisbsong.asp?id=222,Imaandaar,1986,Kalyanji-Anandji,Indeevar (or Prakash Mehra???),Suresh Wadkar / Asha
http://giitaayan.com/viewisbsong.asp?id=223,Mahaatmaa Kabir,1954,Anil Biswas,Pt. Narendra Sharma,Asha
http://giitaayan.com/viewisbsong.asp?id=12245,Jyot Jale,1968,Basant Prakash,Govind Moonis,Mukesh
http://giitaayan.com/viewisbsong.asp?id=224,Aakhri Khat,1966,Khayyam,Kaifi Azmi,Rafi
http://giitaayan.com/viewisbsong.asp?id=2275,Sunny,1984,R D Burman,Anand Bakshi,Asha / Suresh Wadkar
http://giitaayan.com/viewisbsong.asp?id=225,Roti Kapada Aur Makaan,1974,Laxmikant-Pyarelal,Santosh Anand,Mahendra Kapoor
http://giitaayan.com/viewisbsong.asp?id=10172,Amrit,1986,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Manhar Udhas"
http://giitaayan.com/viewisbsong.asp?id=12765,Ladki,1953,C Ramchandra,Rajinder Krishan,"Kishore, Chorus"
http://giitaayan.com/viewisbsong.asp?id=226,Saadhanaa,1958,N Dutta,Sahir,Lata
http://giitaayan.com/viewisbsong.asp?id=13671,Pooran Bhagat,1933,R C Boral,,Saigal
http://giitaayan.com/viewisbsong.asp?id=15214,Padosi,1941,Master Krishnarao,Pt Sudarshan,Master Krishnarao
http://giitaayan.com/viewisbsong.asp?id=rmim0589,Triveni Bhajans (Non-Film),1970,Kumar Gandharva,Kabir,"Kumar Gandharva, Vasundhara Ko..."
http://giitaayan.com/viewisbsong.asp?id=20633,Jatt Mirza,1982,Master Abdullah,Ahmed Rahi,"Noorjehan, Anwar Rafi"
http://giitaayan.com/viewisbsong.asp?id=10933,Chiraagh Kahaan Roshni Kahaan,1959,Ravi,Prem Dhawan,Lata
http://giitaayan.com/viewisbsong.asp?id=10928,Chandan,1958,Madan Mohan,Rajinder Krishan,Rafi
http://giitaayan.com/viewisbsong.asp?id=12490,Karma,1986,Laxmikant-Pyarelal,Anand Bakshi,"Kavita Subramaniam, Dilip Kumar"
http://giitaayan.com/viewisbsong.asp?id=13623,Pyase Panchhi,1961,Kalyanji-Anandji,Indeevar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=227,Amar Prem,1971,R D Burman,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=11965,Imaandaar,1986,Kalyanji-Anandji,Prakash Mehra,Kishore
http://giitaayan.com/viewisbsong.asp?id=15040,Angulimaal,1960,Anil Biswas,Bharat Vyas,"Manna Dey, Asha"
http://giitaayan.com/viewisbsong.asp?id=228,Baalika Badhu,1976,R D Burman,Anand Bakshi,Amit Kumar
http://giitaayan.com/viewisbsong.asp?id=229,Malhaar,1951,Roshan,Indeevar,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=2776,Badnaam (Pakistan),1966,Deboo Bhattacharya,Masroor Anwar,Suraiyaa Multanikar
http://giitaayan.com/viewisbsong.asp?id=230,Ardhaangini,1959,Vasant Desai,Majrooh,Lata
http://giitaayan.com/viewisbsong.asp?id=231,Dil Deke Dekho,1959,Usha Khanna,Majrooh,"Asha, Rafi"
http://giitaayan.com/viewisbsong.asp?id=14168,Shagird,1967,Laxmikant-Pyarelal,Majrooh,"Rafi, I S Johar"
http://giitaayan.com/viewisbsong.asp?id=14158,Sati Anusuyaa,1956,Shivram,Bharat Vyas,Rafi
http://giitaayan.com/viewisbsong.asp?id=15184,Shin Shinaaki Booblaa Boo,1952,C Ramchandra,P L Santoshi,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0254,Hangaamaa,1952,C Ramchandra,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=11033,Dil Ne Phir Yaad Kiya,2001,Aadesh Srivastava,Sameer,"Udit Narayan, Alka Yagnik, Cho..."
http://giitaayan.com/viewisbsong.asp?id=2530,Dhun,1953,Madan Mohan,Kaif Irfani,Lata
http://giitaayan.com/viewisbsong.asp?id=20618,Teerandaaz,1955,C Ramchandra,Rajinder Krishan,"Lata, chorus"
http://giitaayan.com/viewisbsong.asp?id=10661,Basant Bahaar,1956,Shankar-Jaikishan,Shailendra,Rafi
http://giitaayan.com/viewisbsong.asp?id=15150,Namkeen,1982,R D Burman,Gulzar,Asha
http://giitaayan.com/viewisbsong.asp?id=232,Samjhautaa,1973,Kalyanji-Anandji,Indeevar,"Rafi, Mukesh"
http://giitaayan.com/viewisbsong.asp?id=233,Anjaam,1993,Anand-Milind,Sameer,Abhijit
http://giitaayan.com/viewisbsong.asp?id=rmim0668,Lakhon Mein Ek (Pakistan),1967,Nisar Bazmi,"Fayyaz Hashmi, Tanvir Naqvi, Masroor Anwar",Noorjehan
http://giitaayan.com/viewisbsong.asp?id=10952,Chingaari,1955,Manohar,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=13240,Naghmaa,1953,Nashad,Nakshab,Shamshad
http://giitaayan.com/viewisbsong.asp?id=rmim0615,Joggers' Park,2003,Tabun Sutradhar,Zameer Kazmi,Jagjit Singh
http://giitaayan.com/viewisbsong.asp?id=rmim0855,Do Roti,1957,Roshan,Khumar Barabankwi,"Lata, Rafi"
http://giitaayan.com/viewisbsong.asp?id=234,Mili,1975,S D Burman,Yogesh,Kishore
http://giitaayan.com/viewisbsong.asp?id=12397,Kasoor,2000,Nadeem-Shravan,Sameer,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=20831,Agent Vinod,1977,Raam Laxman,Ravindra Rawal,"Asha, Mahendra Sandhu"
http://giitaayan.com/viewisbsong.asp?id=10774,Chori Chori Chupke Chupke,2000,Annu Malik,Sameer,"Jaspindar Narula, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14654,Yugpurush,1998,Rajesh Roshan,Majrooh,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=10822,Chhupa Rustam,2001,Anand-Milind,Anand Bakshi,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=13885,Saathiyaa,2002,A R Rahman,Gulzar,A R Rahman
http://giitaayan.com/viewisbsong.asp?id=12236,Judaai,1980,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Anuradha"
http://giitaayan.com/viewisbsong.asp?id=235,Taaj,1956,Hemant Kumar,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=2777,Maalti Maadhav,1951,Sudhir Phadke,Pt. Narendra Sharma,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0827,Sankoch,1976,Kalyanji-Anandji,M G Hasmat,Sulakshana Pandit
http://giitaayan.com/viewisbsong.asp?id=3032,Amaanat,1955,Salil Chowdhury,Shailendra,Geeta
http://giitaayan.com/viewisbsong.asp?id=3033,Aagosh,1953,Roshan,Shailendra,"Lata, Sudha Malhotra"
http://giitaayan.com/viewisbsong.asp?id=rmim0122,Tumhaare Liye,1978,Jaidev,Naqsh Lyallpuri,Asha
http://giitaayan.com/viewisbsong.asp?id=2031,Taaj,1956,Hemant Kumar,Rajinder Krishan,"Lata, Hemant"
http://giitaayan.com/viewisbsong.asp?id=11366,Dus Numbari,1976,Laxmikant-Pyarelal,Majrooh,"Mukesh, Asha, Manna Dey"
http://giitaayan.com/viewisbsong.asp?id=21319,Aplam Chaplam,1961,Chitragupt,Prem Dhawan,"Lata, Talat Mahmood, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12608,Khwahish,2003,Milind Sagar,Faiz Anwar,Asha
http://giitaayan.com/viewisbsong.asp?id=3034,Dhoop Chhaaon,1935,R C Boral,Pt. Sudarshan,K C Dey
http://giitaayan.com/viewisbsong.asp?id=11532,Ghaat,2000,Annu Malik,Sameer,"Udit Narayan, Sapana Awasthi, ..."
http://giitaayan.com/viewisbsong.asp?id=10170,Ameeree Ghareebee,1990,Laxmikant-Pyarelal,Anand Bakshi,Kavita Subramaniam
http://giitaayan.com/viewisbsong.asp?id=2277,Hum Aapke Hain Kaun,1994,Ram Laxman,Ravinder Rawal,Sharda Sinha
http://giitaayan.com/viewisbsong.asp?id=14025,Sainik,1993,Nadeem-Shravan,Sameer,"Alka Yagnik, Kumar Sanu"
http://giitaayan.com/viewisbsong.asp?id=13868,Rakhi,1949,Husnlal-Bhagatram,Sarshar Sailani,Chorus
http://giitaayan.com/viewisbsong.asp?id=236,Daataa,1989,Kalyanji-Anandji,Anjaan,"Alka Yagnik, Kishore"
http://giitaayan.com/viewisbsong.asp?id=13286,Neelkamal,1968,Ravi,Sahir,Rafi
http://giitaayan.com/viewisbsong.asp?id=237,Street Singer and Aavishkaar,1938,R C Boral,Waajid Ali Shah,Saigal
http://giitaayan.com/viewisbsong.asp?id=3035,Jhumroo,1961,Kishore,Majrooh,"Kishore, Asha, chorus"
http://giitaayan.com/viewisbsong.asp?id=12307,Khel Khiladi Ka,1996,A R Rahman,Mehboob,"S P Balasubrahmanyam, A R Rahm..."
http://giitaayan.com/viewisbsong.asp?id=238,Chalti Kaa Naam Gaadi,1958,S D Burman,Majrooh,"Kishore, Manna Dey, chorus"
http://giitaayan.com/viewisbsong.asp?id=239,Aar Paar,1954,O P Nayyar,Majrooh,Geeta
