Song,Film,Year,Music Director,Lyricist,Singers
http://giitaayan.com/viewisbsong.asp?id=1386,Bandini,1963,S D Burman,Shailendra,Asha
http://giitaayan.com/viewisbsong.asp?id=12647,Lagaan,2001,A R Rahman,Javed Akhtar,"Lata, Sadhana Sargam, Udit Nar..."
http://giitaayan.com/viewisbsong.asp?id=rmim0377,Makdee,2002,Vishal,Gulzar,"Upagna Pandya, Alaap Majgavkar..."
http://giitaayan.com/viewisbsong.asp?id=21406,Dev D,2009,Amit Trivedi,Shellee,Toshi
http://giitaayan.com/viewisbsong.asp?id=14257,Shaan,1950,Hansraj Behl,Rajinder Krishan,"Suraiya, Chorus"
http://giitaayan.com/viewisbsong.asp?id=10467,Apna Paraya,1942,Anil Biswas,Pt Indra,Rajkumari
http://giitaayan.com/viewisbsong.asp?id=rmim0813,Balam,1949,Husnlal-Bhagatram,Qamar Jalalabadi,"Surayya, Lata"
http://giitaayan.com/viewisbsong.asp?id=10602,Bahaar,1951,S D Burman,Rajinder Krishan,Shamshad
http://giitaayan.com/viewisbsong.asp?id=14178,Shamaa Parawaanaa,1954,Husnlal-Bhagatram,Majrooh,Suraiya
http://giitaayan.com/viewisbsong.asp?id=11174,Dharam Adhikaari,1986,Bappi Lahiri,Indeevar,Shabbir Kumar
http://giitaayan.com/viewisbsong.asp?id=1387,Jai Chittod,1961,S N Tripathi,Bharat Vyas,Lata
http://giitaayan.com/viewisbsong.asp?id=13815,Raja Aur Rank,1968,Laxmikant-Pyarelal,Anand Bakshi,Rafi
http://giitaayan.com/viewisbsong.asp?id=13327,Naujawaan,1951,S D Burman,Sahir,"Kishore, Shamshad"
http://giitaayan.com/viewisbsong.asp?id=11574,Geet,1992,Bappi Lahiri,Indeevar,Reshma
http://giitaayan.com/viewisbsong.asp?id=12014,Jis Desh Mein Gangaa Rehtaa Hai,2000,Anand Raj Anand,"Dev Kohli, Pravin Bhardwaj","Sukhwinder Singh, Sadhana Sargam"
http://giitaayan.com/viewisbsong.asp?id=2683,Maalkin,1953,Roshan,Rajinder Krishan,"Lata, Kishore"
http://giitaayan.com/viewisbsong.asp?id=10930,Chehra,1946,M A Mukhtar,Ishwar Chandra Kapoor,Mukesh
http://giitaayan.com/viewisbsong.asp?id=12767,Leela,1947,C Ramchandra,G S Nepali,Amirbai
http://giitaayan.com/viewisbsong.asp?id=12385,Kahin Pyaar Na Ho Jaaye,2000,Himesh Reshammiya,Sudhakar Sharma,"Kumar Sanu, Nitin Mukesh, Alka..."
http://giitaayan.com/viewisbsong.asp?id=12042,Jaan (Non-Film),2000,Nikhil-Vinay,Faiz Anwar,Sonu Nigam
http://giitaayan.com/viewisbsong.asp?id=1388,Dil,1990,Anand-Milind,Sameer,
http://giitaayan.com/viewisbsong.asp?id=10062,Arjun Pandit,1999,Dilip Sen-Sameer Sen,Javed Akhtar,"Kumar Sanu, Alka Yagnik/ Harih..."
http://giitaayan.com/viewisbsong.asp?id=14462,Toote Tare,1948,Nashad,,"Mukesh, Geeta"
http://giitaayan.com/viewisbsong.asp?id=2924,Ek Hi Bhool,1981,Laxmikant-Pyarelal,Anand Bakshi,S P Balasubramaniam
http://giitaayan.com/viewisbsong.asp?id=13791,Raam Lakhan,1989,Laxmikant-Pyarelal,Anand Bakshi,"Anuradha Paudwal, Manhar Udhas..."
http://giitaayan.com/viewisbsong.asp?id=2433,Miss Mary,1957,Hemant Kumar,Rajinder Krishan,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=13997,Sangeet,1992,Anand-Milind,Santosh Anand,"Suresh Wadkar, Anuradha Paudwal"
http://giitaayan.com/viewisbsong.asp?id=13455,Paapaa The Great,2000,Nikhil-Vinay,Faiz Anwar,"Anuradha Paudwal, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=10035,Asoka,2002,Annu Malik,Gulzar,"Shaan, Alka Yagnik, Chorus"
http://giitaayan.com/viewisbsong.asp?id=21328,Khoya Khoya Chand,2007,Shantanu Moitra,Swanand Kirkire,Sonu Nigam
http://giitaayan.com/viewisbsong.asp?id=rmim0535,Tauba (Pakistan),1964,A Hamid,Faiyaz Hashmi,Noorjehan
http://giitaayan.com/viewisbsong.asp?id=12645,Lagaan,2001,A R Rahman,Javed Akhtar,"Udit Narayan, Alka Yagnik, Vas..."
http://giitaayan.com/viewisbsong.asp?id=14097,Sindoor,1947,Khemchand Prakash,Qamar Jalalabadi,Amirbai
http://giitaayan.com/viewisbsong.asp?id=13838,Ratna Manjari,1955,S N Tripathi,B D Mishra,Rafi
http://giitaayan.com/viewisbsong.asp?id=21416,(Non-film),1940,Kamal Dasgupta,,Kamal Dasgupta
http://giitaayan.com/viewisbsong.asp?id=11056,Dil Hai Tumhaara,2002,Nadeem-Shravan,Sameer,"Kavita Subramaniam, Sonu Nigam"
http://giitaayan.com/viewisbsong.asp?id=11401,Do Sitaare,1951,Anil Biswas,Rajinder Krishan,Suraiya
http://giitaayan.com/viewisbsong.asp?id=12547,Krorepati,1961,Shankar-Jaikishan,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=2182,Heer,1956,Anil Biswas,Majrooh,"Hemant, Geeta, chorus"
http://giitaayan.com/viewisbsong.asp?id=21026,Omkara,2006,Vishal,Gulzar,"Vishal Bhardwaj, Shreya Ghoshal"
http://giitaayan.com/viewisbsong.asp?id=1389,Muqaddar Ka Sikandar,1978,Kalyanji-Anandji,Anjaan,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=20728,Saaya,2003,M M Kreem,Anand Bakshi,"Alka Yagnik, Udit Narayan"
http://giitaayan.com/viewisbsong.asp?id=14573,Vidhaataa/ Creator Of Universe,1982,Kalyanji-Anandji,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=1390,Daud,1997,A R Rahman,Mehboob,"Asha, S P Balasubramaniam, cho..."
http://giitaayan.com/viewisbsong.asp?id=1391,Parakh,1960,Salil Chowdhury,Shailendra,Lata
http://giitaayan.com/viewisbsong.asp?id=14317,Sanam,1951,Husnlal-Bhagatram,Qamar Jalalabadi,"Suraiya, Rafi"
http://giitaayan.com/viewisbsong.asp?id=10283,Ayee Milan Ki Bela,1964,Shankar-Jaikishan,Shailendra,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=11760,Hum Kisise Kum Nahin,2002,Annu Malik,Anand Bakshi,"Sonu Nigam, Anuradha Paudwal"
http://giitaayan.com/viewisbsong.asp?id=12906,Maashooq,1992,Shyam Surinder,Indeevar,"Kumar Sanu, Chorus"
http://giitaayan.com/viewisbsong.asp?id=20662,Jeena Yahan,1979,Salil Chowdhury,Yogesh,Lata
http://giitaayan.com/viewisbsong.asp?id=10267,Aashiq,1962,Shankar-Jaikishan,Shailendra,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=21312,Joshila,1973,R D Burman,Sahir,Asha
http://giitaayan.com/viewisbsong.asp?id=10866,Caravan,1971,R D Burman,Majrooh,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=12437,Kyaa Kehnaa,1999,Rajesh Roshan,Majrooh,"Sonu Nigam, Alka Yagnik, Sonu ..."
http://giitaayan.com/viewisbsong.asp?id=11838,Halaaku,1956,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=10566,Bhaabhi,1991,Annu Malik,Dev Kohli,"Kumar Sanu, Chorus"
http://giitaayan.com/viewisbsong.asp?id=rmim0227,Manmani,1947,Kamal Dasgupta,,Kalyani Das
http://giitaayan.com/viewisbsong.asp?id=10648,Banphool,1971,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=10393,Anuraag,1972,S D Burman,Anand Bakshi,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=rmim0230,26th January/ Bharati,26,C Ramchandra,Rajinder Krishan,Lata
http://giitaayan.com/viewisbsong.asp?id=2684,Naghmaa,1953,Nashad,Nakshab,Talat
http://giitaayan.com/viewisbsong.asp?id=10926,Chori Chori,1956,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=rmim0097,Yeh Gulistaan Hamaaraa,1972,S D Burman,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=12953,Mahal,1969,Kalyanji-Anandji,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=10102,Aarzoo,1999,Annu Malik,Anand Bakshi,"Udit Narayan, Annu Malik, Chorus"
http://giitaayan.com/viewisbsong.asp?id=3168,Meghdoot,1945,Kamal Dasgupta,Faiyyaz Hashmi,Jagmohan 'Sursagar'
http://giitaayan.com/viewisbsong.asp?id=2925,Kabuliwala,1961,Salil Chowdhury,Prem Dhawan,"Rafi, chorus"
http://giitaayan.com/viewisbsong.asp?id=1392,Naagin,1954,Hemant Kumar,Rajinder Krishan,Hemant
http://giitaayan.com/viewisbsong.asp?id=13255,Naazneen,1951,Ghulam Mohammad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=13461,Pyaar Kiyaa To Darnaa kyaa,1998,Jatin-Lalit,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12762,Lakeer - Forbidden Lines,2004,A R Rahman,Mehboob,"Sonu Nigam, Asha Bhosle"
http://giitaayan.com/viewisbsong.asp?id=1394,Anokhi Raat,1968,Roshan,Indeevar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=1395,Yeh Dillagi,1994,Dilip Sen-Sameer Sen,Anand Bakshi,Abhijit
http://giitaayan.com/viewisbsong.asp?id=12134,Jaagriti,1992,Anand-Milind,Sameer,"Sadhana Sargam, Chorus"
http://giitaayan.com/viewisbsong.asp?id=21077,Abdullah,1980,R D Burman,Traditional,Lata
http://giitaayan.com/viewisbsong.asp?id=10195,Aayi Milan Ki Raat,1991,Anand-Milind,Sameer,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=15041,Angulimaal,1960,Anil Biswas,Bharat Vyas,"Asha, Male Voice?"
http://giitaayan.com/viewisbsong.asp?id=12919,Mr. Bond,1992,Anand-Milind,Sameer,Anuradha Paudwal
http://giitaayan.com/viewisbsong.asp?id=14540,Vaastav/ The Reality,1999,Rahul Ranade,Sameer,"Ravindra Sathe, Chorus/ Ravind..."
http://giitaayan.com/viewisbsong.asp?id=12131,Jaadugar,1989,Kalyanji-Anandji,Anjaan,"Kumar Sanu, Sapana Mukherji, S..."
http://giitaayan.com/viewisbsong.asp?id=2434,Karz,1980,Laxmikant-Pyarelal,Anand Bakshi,"Kishore, chorus"
http://giitaayan.com/viewisbsong.asp?id=10070,Aap Mujhe Achche Lagne Lage,2002,Rajesh Roshan,Dev Kohli,"Udit Narayan, Pamela Jain, Cho..."
http://giitaayan.com/viewisbsong.asp?id=13357,One Two ka Four,2001,A R Rahman,Majrooh,"Sonu Nigam, Rageshwari"
http://giitaayan.com/viewisbsong.asp?id=11461,Ek Aur Ek Gyarah,2003,Shankar-Ehsaan-Loy,Sameer,"Soumya Raoh, Sonu Nigam"
http://giitaayan.com/viewisbsong.asp?id=10065,Arjun Pandit,1999,Dilip Sen-Sameer Sen,Javed Akhtar,"Daler Mehandi, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12360,Kranti,2002,Jatin-Lalit,Anand Bakshi,"Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12182,Jurrat,1989,R D Burman,Anand Bakshi,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=11767,Hadd Kar Di Aapne,2000,Anand Raj Anand,Anand Bakshi,Anand Raj Anand
http://giitaayan.com/viewisbsong.asp?id=15228,Bahu Begum,1967,Roshan,Sahir,"Lata, Asha, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14754,Aaj Aur Kal/Today or Tomorrow,1947,Khurshid Anwar,"Sohan Lal Sahir?, Zahir Kashmiri?",Zeenat Begum?
http://giitaayan.com/viewisbsong.asp?id=14732,Zakhm,1998,M M Kreem,Anand Bakshi,Alka Yagnik
http://giitaayan.com/viewisbsong.asp?id=13963,Silsilaa Hai Pyaar Kaa,1999,Jatin-Lalit,Sameer,"Anuradha Paudwal, Chorus"
http://giitaayan.com/viewisbsong.asp?id=rmim0514,Veena,1948,Anil Biswas,Swami Ramanand,Shamshad
http://giitaayan.com/viewisbsong.asp?id=12693,Lamhe,1991,Shiv-Hari,Anand Bakshi,"Lata, Suresh Wadkar"
http://giitaayan.com/viewisbsong.asp?id=1397,Bhakt Surdas,1942,Gyan Dutt,D N Madhok,Khursheed
http://giitaayan.com/viewisbsong.asp?id=14981,Babul,1950,Naushad,Shakeel,Lata
http://giitaayan.com/viewisbsong.asp?id=1398,Chori Chori,1956,Shankar-Jaikishan,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=14271,Sharda,1942,Naushad,D N Madhok,Suraiya
http://giitaayan.com/viewisbsong.asp?id=11987,Intehaa Pyaar Ki,1992,Anand-Milind,Sameer,Lata
http://giitaayan.com/viewisbsong.asp?id=3447,Chand,1944,Husnlal-Bhagatram,Qamar Jalalabadi,Zeenat Begum
http://giitaayan.com/viewisbsong.asp?id=13757,Refugee,2000,Annu Malik,Javed Akhtar,"Sonu Nigam, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=13914,Sirf Tum,1999,Nadeem-Shravan,Sameer,Udit Narayan
http://giitaayan.com/viewisbsong.asp?id=12472,Khilaunaa,1996,Naresh Sharma,Satyendra Upadhyaya,"Kavita Subramaniam, Bali Brahm..."
http://giitaayan.com/viewisbsong.asp?id=12679,Loafer,1996,Anand-Milind,Sameer,"Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=13980,Salaakhen,1998,Dilip Sen-Sameer Sen,Sameer,"Abhijit, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=1399,Sehra,1963,Ramlal,Hasrat,Lata
http://giitaayan.com/viewisbsong.asp?id=11330,Dooj Ka Chand,1964,Roshan,Sahir,Lata
http://giitaayan.com/viewisbsong.asp?id=1400,Door Ka Raahi,1971,Kishore,A Irshad,Kishore
http://giitaayan.com/viewisbsong.asp?id=rmim0809,Aapki Sewa Mein,1947,Datta Davjekar,Mahipal,Lata
http://giitaayan.com/viewisbsong.asp?id=1401,Taj Mahal,1963,Roshan,Sahir,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=14826,Bharat Milap,1942,Shankar Rao Vyas,Pt Anuj,Shahu Modak
http://giitaayan.com/viewisbsong.asp?id=10067,Arjun Pandit,1999,Dilip Sen-Sameer Sen,Javed Akhtar,"Lalit Sen, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12416,Kohraam/ The Explosion,1999,Dilip Sen-Sameer Sen,Dev Kohli,"Shankar Mahadevan, Jaspindar N..."
http://giitaayan.com/viewisbsong.asp?id=10057,Anaadi No. 1,1,Dilip Sen-Sameer Sen,Dev Kohli,"Abhijit, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=12021,Jaanam Samjhaa Karo,1999,Annu Malik,Majrooh,"Hema Sardesai, Annu Malik"
http://giitaayan.com/viewisbsong.asp?id=rmim0791,Jwaalaamukhi,1980,Kalyanji-Anandji,Anjaan,"Kishore, Shatrughan Sinha"
http://giitaayan.com/viewisbsong.asp?id=10550,Banaarasi Baaboo,1998,Anand-Milind,Sameer,Udit Narayan
http://giitaayan.com/viewisbsong.asp?id=14443,Teesri Qasam,1966,Shankar-Jaikishan,Shailendra,Asha
http://giitaayan.com/viewisbsong.asp?id=14203,Shor,1972,Laxmikant-Pyarelal,Indrajeet Singh Tulsi,"Mukesh, Lata"
http://giitaayan.com/viewisbsong.asp?id=14552,Vinaashak,1998,Viju Shah,Deepak Choudhary,Amit Kumar
http://giitaayan.com/viewisbsong.asp?id=1402,Qayamat Se Qayamat Tak,1988,Anand-Milind,Majrooh,Udit Narayan
http://giitaayan.com/viewisbsong.asp?id=13091,Main Prem Ki Diwani Hoon,2003,Annu Malik,Dev Kohli,"Sunidhi Chauhan, Kareena Kapoor"
http://giitaayan.com/viewisbsong.asp?id=11748,Hum Aapke Dil Mein Rehte Hain,1999,Annu Malik,Sameer,"Abhijit, Shankar Mahadevan, An..."
http://giitaayan.com/viewisbsong.asp?id=2926,Parwana,1947,Khurshid Anwar,D N Madhok,Suraiya
http://giitaayan.com/viewisbsong.asp?id=15492,Mehdi Hassan And Ghulam Ali (Non-Film),1994,,Syed Razid Hamzi,Ghulam Ali
http://giitaayan.com/viewisbsong.asp?id=12777,Mr Romeo,1996,A R Rahman,P K Mishra,"Ila Arun, Chorus"
http://giitaayan.com/viewisbsong.asp?id=13003,Meena Bazar,1950,Husnlal-Bhagatram,Qamar Jalalabadi,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=3170,Punarmilan,1964,C Arjun,Indeevar,Rafi
http://giitaayan.com/viewisbsong.asp?id=13521,Pyaar Pyaar,1995,Nadeem-Shravan,Anwar Sagar,"Kumar Sanu, Anuradha"
http://giitaayan.com/viewisbsong.asp?id=10255,Aap Ki Kasam,1974,R D Burman,Anand Bakshi,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=21440,Ameer Aadmi Gareeb Aadmi,1985,R D Burman,Nida Fazli,Lata
http://giitaayan.com/viewisbsong.asp?id=12853,Mere Sapnon Ki Raani,1997,Anand-Milind,Dev Kohli,"Udit Narayan, Kavita Subramani..."
http://giitaayan.com/viewisbsong.asp?id=2927,Ek Raaz,1963,Chitragupt,Majrooh,Kishore
http://giitaayan.com/viewisbsong.asp?id=14549,Viraasat,1997,Annu Malik,Javed Akhtar,Kumar Sanu
http://giitaayan.com/viewisbsong.asp?id=11142,Deewana,1992,Nadeem-Shravan,Sameer,"Alka Yagnik, Kumar Sanu, Chorus"
http://giitaayan.com/viewisbsong.asp?id=1404,Namak Halaal,1982,Bappi Lahiri,,"Kishore, chorus"
http://giitaayan.com/viewisbsong.asp?id=20651,Naag Mani (Pakistan),1972,Nisar Bazmi,Habib Jalib,"Noorjehan, Chorus"
http://giitaayan.com/viewisbsong.asp?id=10008,23rd March 1931 Shaheed,23,Anand Raj Anand,Dev Kohli,"Hans Raj Hans, Chorus"
http://giitaayan.com/viewisbsong.asp?id=2928,Shaheed,1965,Prem Dhawan,Prem Dhawan,Rafi
http://giitaayan.com/viewisbsong.asp?id=1405,Grih Pravesh,1979,Kanu Roy,Gulzar,Chandrani Mukherjee
http://giitaayan.com/viewisbsong.asp?id=1406,Jo Jeetaa Wohi Sikandar,1992,Jatin-Lalit,Majrooh,"Udit Narayan, Sadhna Sargam"
http://giitaayan.com/viewisbsong.asp?id=2435,Hum Aapke Hain Kaun,1994,Ram Laxman,Dev Kohli,S P Balasubramaniam
http://giitaayan.com/viewisbsong.asp?id=rmim0630,Mazdoor,1983,R D Burman,Hasan Kamaal,Salma Agha
http://giitaayan.com/viewisbsong.asp?id=15493,Aabshaar-E-Ghazal (Non-Film),1985,Hariharan,Nida Fazli,"Asha, Hariharan"
http://giitaayan.com/viewisbsong.asp?id=1407,Pardesi,1941,Khemchand Prakash,D N Madhok,Khursheed
http://giitaayan.com/viewisbsong.asp?id=11744,Hum Aapke Dil Mein Rehte Hain,1999,Annu Malik,Sameer,"Kumar Sanu, Anuradha Paudwal"
http://giitaayan.com/viewisbsong.asp?id=14725,Zindagi,1964,Shankar-Jaikishan,Hasrat,Rafi
http://giitaayan.com/viewisbsong.asp?id=3410,The Great Gambler,1979,R D Burman,Anand Bakshi,"Asha, Kishore"
http://giitaayan.com/viewisbsong.asp?id=13044,Miss Mary,1957,Hemant Kumar,Rajinder Krishan,Rafi
http://giitaayan.com/viewisbsong.asp?id=13467,Paapaa Kehte Hain,1996,Rajesh Roshan,Javed Akhtar,Kavita Subramaniam
http://giitaayan.com/viewisbsong.asp?id=2685,Ek Nazar,1972,Laxmikant-Pyarelal,Majrooh,Lata
http://giitaayan.com/viewisbsong.asp?id=11475,Filhaal,2002,Annu Malik,Gulzar,Asha
http://giitaayan.com/viewisbsong.asp?id=11077,Dil Ke Tukda Hazaar huye (Non-Film),2001,"Altaf Raajaa, Vaishnav Deva",Arun Bhairav,Altaf Raja
http://giitaayan.com/viewisbsong.asp?id=11790,Hum Ho Gaye Aap Ke,2001,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12065,Jungle,2000,Sandeep Chowtha,Sameer,"Sonu Nigam, Sunidhi Chauhan"
http://giitaayan.com/viewisbsong.asp?id=13477,Phool Aur Kaante,1991,Nadeem-Shravan,Sameer,"Kumar Sanu, Anuradha"
http://giitaayan.com/viewisbsong.asp?id=2686,Madbhare Nain,1955,S D Burman,Shailendra,Kishore
http://giitaayan.com/viewisbsong.asp?id=13442,Pyaar Koi Khel Nahin,1999,Jatin-Lalit,Majrooh,"Vinod Rathod, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=13734,Road,2002,Sandesh Shandilya,Makarand Deshpande,"Mohit Chauhan, Sunidhi Chauhan"
http://giitaayan.com/viewisbsong.asp?id=1408,The Burning Train,1980,R D Burman,Sahir,"Rafi, Kishore, Asha, Usha"
http://giitaayan.com/viewisbsong.asp?id=12373,Kya Yehi Pyaar Hai,2002,Sajid-Wajid,Jaliis Rashid,"Alka Yagnik, Sonu Nigam"
http://giitaayan.com/viewisbsong.asp?id=14698,Zor,1998,Agosh,Anand Bakshi,"?, Vinod Rathod"
http://giitaayan.com/viewisbsong.asp?id=12091,Jab Pyaar Kisi Se Hotaa Hai,1998,Jatin-Lalit,Anand Bakshi,"Lata, Kumar Sanu"
http://giitaayan.com/viewisbsong.asp?id=13841,Road No. 303,303,C Arjun,Naqsh Lyallpuri,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=13911,Sirf Tum,1999,Nadeem-Shravan,Sameer,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=14210,Silsilaa,1981,Shiv-Hari,Javed Akhtar,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=14207,Shrimanji,1968,O P Nayyar,Ajiz Kashmiri,"Kishore, Asha"
http://giitaayan.com/viewisbsong.asp?id=13094,Mumbai Se Aaya Mera Dost,2003,Annu Malik,Sameer,"Sonu Nigam, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=12856,Mr. & Mrs. Khilaadi,1997,Annu Malik,Dev Kohli,"Udit Narayan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=1409,Anmol,1993,Ram Laxman,,Udit Narayan
http://giitaayan.com/viewisbsong.asp?id=12761,Lakeer - Forbidden Lines,2004,A R Rahman,Mehboob,"Shaan, Kavitha Krishnamurthy"
http://giitaayan.com/viewisbsong.asp?id=2687,Mohabbatein,2000,Jatin-Lalit,Anand Bakshi,"Lata, Udit Narayan, Udbhav, Ma..."
http://giitaayan.com/viewisbsong.asp?id=10841,Coolie No. 1,1,Anand-Milind,Sameer,"Kumar Sanu, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14589,Waah Tera Kya Kehna,2002,Jatin-Lalit,Sameer,"Govinda, Shweta Pandit"
http://giitaayan.com/viewisbsong.asp?id=13158,Nach Di Sham Kaure (Non-Film),2002,"Daler Mehandi, Babalu","Daler Mehandi, Sanjiv Anand","Daler Mehandi, Chorus"
http://giitaayan.com/viewisbsong.asp?id=12549,Karz,1980,Laxmikant-Pyarelal,Anand Bakshi,Kishore
http://giitaayan.com/viewisbsong.asp?id=2436,Girl Friend,1960,Hemant Kumar,Sahir,"Hemant, Lata, Ranu Mukherjee, ..."
http://giitaayan.com/viewisbsong.asp?id=12306,Khel Khiladi Ka,1996,A R Rahman,Mehboob,"Hariharan, Asha"
http://giitaayan.com/viewisbsong.asp?id=3169,Anuraag,1956,Mukesh,Indeevar,Mukesh
http://giitaayan.com/viewisbsong.asp?id=1410,Johny Mera Naam,1970,Kalyanji-Anandji,Indeevar,Kishore
http://giitaayan.com/viewisbsong.asp?id=1411,Swami,1977,Rajesh Roshan,Amit Khanna,Lata
http://giitaayan.com/viewisbsong.asp?id=11138,Dastak,1996,Rajesh Roshan,Javed Akhtar,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=14469,The Burning Train,1980,R D Burman,Sahir,"Rafi, Asha"
http://giitaayan.com/viewisbsong.asp?id=11765,Hadd Kar Di Aapne,2000,Anand Raj Anand,Anand Bakshi,"Udit Narayan, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=1412,Black Mail,1973,Kalyanji-Anandji,Rajinder Krishan,Kishore
http://giitaayan.com/viewisbsong.asp?id=20920,Lage Raho Munna Bhai,2006,Shantanu Moitra,Swanand Kirkire,"Shreya Ghoshal, Sonu Nigam"
http://giitaayan.com/viewisbsong.asp?id=21363,Drona,2008,Dhruv Ghanekar,Vaibhav Modi,"Sunidhi Chauhan, Roop Kumar Ra..."
http://giitaayan.com/viewisbsong.asp?id=2929,Patit Paavan,1955,Jamal Sen,Bharat Vyas,Lata
http://giitaayan.com/viewisbsong.asp?id=1413,Talaash,1969,S D Burman,Majrooh,"Rafi, Lata"
http://giitaayan.com/viewisbsong.asp?id=20799,Sailaab,1990,Bappi Lahiri,Javed Akhtar,"Amit Kumar, Kavita Krishnamurthy"
http://giitaayan.com/viewisbsong.asp?id=12412,Kohraam/ The Explosion,1999,Dilip Sen-Sameer Sen,Anand Bakshi,"Hariharan, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=13160,(Non-Film),1999,Ghulam Ali,Nawab Arzoo,"Kumar Sanu, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=13161,(Non-Film),1999,Ghulam Ali,Nawab Arzoo,"Kumar Sanu, Kavita Subramaniam"
http://giitaayan.com/viewisbsong.asp?id=14626,Yeh Kya Ho Raha Hai,2002,Shankar-Ehsaan-Loy,Javed Akhtar,"KayKay, Mahalakshmi, Chorus"
http://giitaayan.com/viewisbsong.asp?id=2437,Aan Milo Sajna,1970,Laxmikant-Pyarelal,Anand Bakshi,Asha
http://giitaayan.com/viewisbsong.asp?id=rmim0459,Naukar,1979,R D Burman,Majrooh,"Asha, Kishore"
http://giitaayan.com/viewisbsong.asp?id=13117,Main Haari/ Defeat,1940,Mir Sahab,Kamal Amrohi,H Khan Mastana
http://giitaayan.com/viewisbsong.asp?id=15001,Naujawaan,1951,S D Burman,Sahir,"Rafi, Geeta, Chorus"
http://giitaayan.com/viewisbsong.asp?id=14760,Ishara,1943,Khurshid Anwar,D N Madhok,Suraiya
http://giitaayan.com/viewisbsong.asp?id=1415,Heera Panna,1973,R D Burman,Anand Bakshi,"Kishore, Lata"
http://giitaayan.com/viewisbsong.asp?id=14876,Kismat,1943,Anil Biswas,Pradeep,"Parul Ghosh, Male Voice?"
http://giitaayan.com/viewisbsong.asp?id=11813,Haqeeqat,1995,Dilip Sen-Sameer Sen,Gulshan Bawra,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=2438,Mehboobaa,1976,R D Burman,Anand Bakshi,"Lata, Kishore"
http://giitaayan.com/viewisbsong.asp?id=10854,Chaandani,1989,Shiv-Hari,Anand Bakshi,"Asha, Vinod Rathod"
http://giitaayan.com/viewisbsong.asp?id=14596,Wajood,1998,Annu Malik,Javed Akhtar,"Kumar Sanu, Alka Yagnik"
http://giitaayan.com/viewisbsong.asp?id=10415,Arpan,1983,Laxmikant-Pyarelal,Anand Bakshi,Lata
http://giitaayan.com/viewisbsong.asp?id=13346,Nishan,1949,P K Kalla,Pt Indra,"Zohra Bai,T A Moti, Chorus"
http://giitaayan.com/viewisbsong.asp?id=13872,Rattan,1944,Naushad,D N Madhok,Zohra Bai
